Namespace(batch_size=128, channel=32, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=400, factor=0.5, flip=0.5, label_smoothing=0.2, learning_rate=0.001, optimzer='adamw', patience=40, progress_bar=False, resnet=(2, 2, 2, 2), scheduler='plateau', test=False, threshold=0.001)
trainable parameters: 2797610
epoch 1, train loss 1.743, test loss 1.569, test acc 0.6074, lr 0.001
epoch 2, train loss 1.462, test loss 1.395, test acc 0.7165, lr 0.001
epoch 3, train loss 1.342, test loss 1.315, test acc 0.7593, lr 0.001
epoch 4, train loss 1.279, test loss 1.246, test acc 0.8003, lr 0.001
epoch 5, train loss 1.23, test loss 1.217, test acc 0.8077, lr 0.001
epoch 6, train loss 1.193, test loss 1.207, test acc 0.8217, lr 0.001
epoch 7, train loss 1.163, test loss 1.169, test acc 0.84, lr 0.001
epoch 8, train loss 1.14, test loss 1.15, test acc 0.8558, lr 0.001
epoch 9, train loss 1.121, test loss 1.155, test acc 0.8493, lr 0.001
epoch 10, train loss 1.105, test loss 1.134, test acc 0.8551, lr 0.001
epoch 11, train loss 1.09, test loss 1.116, test acc 0.868, lr 0.001
epoch 12, train loss 1.076, test loss 1.128, test acc 0.8622, lr 0.001
epoch 13, train loss 1.067, test loss 1.106, test acc 0.8729, lr 0.001
epoch 14, train loss 1.057, test loss 1.105, test acc 0.8746, lr 0.001
epoch 15, train loss 1.045, test loss 1.099, test acc 0.8751, lr 0.001
epoch 16, train loss 1.038, test loss 1.096, test acc 0.8782, lr 0.001
epoch 17, train loss 1.029, test loss 1.094, test acc 0.8771, lr 0.001
epoch 18, train loss 1.019, test loss 1.089, test acc 0.8847, lr 0.001
epoch 19, train loss 1.015, test loss 1.089, test acc 0.8857, lr 0.001
epoch 20, train loss 1.007, test loss 1.083, test acc 0.8846, lr 0.001
epoch 21, train loss 0.9992, test loss 1.08, test acc 0.8893, lr 0.001
epoch 22, train loss 0.9963, test loss 1.082, test acc 0.8864, lr 0.001
epoch 23, train loss 0.9888, test loss 1.081, test acc 0.884, lr 0.001
epoch 24, train loss 0.9823, test loss 1.083, test acc 0.8902, lr 0.001
epoch 25, train loss 0.9809, test loss 1.073, test acc 0.8914, lr 0.001
epoch 26, train loss 0.9723, test loss 1.069, test acc 0.8957, lr 0.001
epoch 27, train loss 0.9692, test loss 1.068, test acc 0.8971, lr 0.001
epoch 28, train loss 0.9703, test loss 1.074, test acc 0.8938, lr 0.001
epoch 29, train loss 0.965, test loss 1.071, test acc 0.8944, lr 0.001
epoch 30, train loss 0.9617, test loss 1.065, test acc 0.8981, lr 0.001
epoch 31, train loss 0.957, test loss 1.075, test acc 0.8915, lr 0.001
epoch 32, train loss 0.9558, test loss 1.073, test acc 0.8947, lr 0.001
epoch 33, train loss 0.9493, test loss 1.07, test acc 0.895, lr 0.001
epoch 34, train loss 0.9456, test loss 1.065, test acc 0.8962, lr 0.001
epoch 35, train loss 0.9446, test loss 1.062, test acc 0.8982, lr 0.001
epoch 36, train loss 0.9415, test loss 1.065, test acc 0.8984, lr 0.001
epoch 37, train loss 0.9378, test loss 1.057, test acc 0.8989, lr 0.001
epoch 38, train loss 0.9342, test loss 1.069, test acc 0.9024, lr 0.001
epoch 39, train loss 0.9339, test loss 1.062, test acc 0.8989, lr 0.001
epoch 40, train loss 0.931, test loss 1.065, test acc 0.8977, lr 0.001
epoch 41, train loss 0.9288, test loss 1.059, test acc 0.9039, lr 0.001
epoch 42, train loss 0.9259, test loss 1.065, test acc 0.8992, lr 0.001
epoch 43, train loss 0.9261, test loss 1.058, test acc 0.9031, lr 0.001
epoch 44, train loss 0.923, test loss 1.063, test acc 0.9019, lr 0.001
epoch 45, train loss 0.9235, test loss 1.063, test acc 0.9009, lr 0.001
epoch 46, train loss 0.9201, test loss 1.063, test acc 0.8974, lr 0.001
epoch 47, train loss 0.9178, test loss 1.066, test acc 0.8992, lr 0.001
epoch 48, train loss 0.9184, test loss 1.057, test acc 0.9038, lr 0.001
epoch 49, train loss 0.9158, test loss 1.059, test acc 0.9033, lr 0.001
epoch 50, train loss 0.9144, test loss 1.065, test acc 0.9002, lr 0.001
epoch 51, train loss 0.9137, test loss 1.071, test acc 0.898, lr 0.001
epoch 52, train loss 0.9108, test loss 1.06, test acc 0.9032, lr 0.001
epoch 53, train loss 0.9103, test loss 1.061, test acc 0.9044, lr 0.001
epoch 54, train loss 0.9093, test loss 1.057, test acc 0.9043, lr 0.001
epoch 55, train loss 0.9091, test loss 1.058, test acc 0.9057, lr 0.001
epoch 56, train loss 0.9072, test loss 1.067, test acc 0.8981, lr 0.001
epoch 57, train loss 0.9067, test loss 1.056, test acc 0.9058, lr 0.001
epoch 58, train loss 0.9049, test loss 1.053, test acc 0.9068, lr 0.001
epoch 59, train loss 0.9015, test loss 1.058, test acc 0.9047, lr 0.001
epoch 60, train loss 0.9025, test loss 1.06, test acc 0.9042, lr 0.001
epoch 61, train loss 0.9015, test loss 1.065, test acc 0.9028, lr 0.001
epoch 62, train loss 0.9004, test loss 1.057, test acc 0.9058, lr 0.001
epoch 63, train loss 0.9026, test loss 1.064, test acc 0.9018, lr 0.001
epoch 64, train loss 0.901, test loss 1.058, test acc 0.9069, lr 0.001
epoch 65, train loss 0.9004, test loss 1.055, test acc 0.909, lr 0.001
epoch 66, train loss 0.899, test loss 1.061, test acc 0.9031, lr 0.001
epoch 67, train loss 0.8982, test loss 1.06, test acc 0.9051, lr 0.001
epoch 68, train loss 0.8974, test loss 1.055, test acc 0.9083, lr 0.001
epoch 69, train loss 0.8959, test loss 1.056, test acc 0.9074, lr 0.001
epoch 70, train loss 0.8949, test loss 1.054, test acc 0.9104, lr 0.001
epoch 71, train loss 0.8944, test loss 1.059, test acc 0.907, lr 0.001
epoch 72, train loss 0.8947, test loss 1.06, test acc 0.9062, lr 0.001
epoch 73, train loss 0.8918, test loss 1.063, test acc 0.9052, lr 0.001
epoch 74, train loss 0.8941, test loss 1.061, test acc 0.9029, lr 0.001
epoch 75, train loss 0.8944, test loss 1.061, test acc 0.9049, lr 0.001
epoch 76, train loss 0.8932, test loss 1.055, test acc 0.9094, lr 0.001
epoch 77, train loss 0.8942, test loss 1.06, test acc 0.9052, lr 0.001
epoch 78, train loss 0.8907, test loss 1.057, test acc 0.9094, lr 0.001
epoch 79, train loss 0.8903, test loss 1.053, test acc 0.9091, lr 0.001
epoch 80, train loss 0.8905, test loss 1.055, test acc 0.9084, lr 0.001
epoch 81, train loss 0.8908, test loss 1.057, test acc 0.9077, lr 0.001
epoch 82, train loss 0.8908, test loss 1.054, test acc 0.9106, lr 0.001
epoch 83, train loss 0.8886, test loss 1.062, test acc 0.9065, lr 0.001
epoch 84, train loss 0.8877, test loss 1.054, test acc 0.909, lr 0.001
epoch 85, train loss 0.8884, test loss 1.059, test acc 0.9075, lr 0.001
epoch 86, train loss 0.8875, test loss 1.059, test acc 0.9065, lr 0.001
epoch 87, train loss 0.8866, test loss 1.056, test acc 0.9083, lr 0.001
epoch 88, train loss 0.8865, test loss 1.052, test acc 0.9111, lr 0.001
epoch 89, train loss 0.886, test loss 1.058, test acc 0.9086, lr 0.001
epoch 90, train loss 0.8877, test loss 1.056, test acc 0.9099, lr 0.001
epoch 91, train loss 0.8854, test loss 1.055, test acc 0.9091, lr 0.001
epoch 92, train loss 0.8852, test loss 1.058, test acc 0.9093, lr 0.001
epoch 93, train loss 0.8867, test loss 1.051, test acc 0.9105, lr 0.001
epoch 94, train loss 0.8861, test loss 1.05, test acc 0.9103, lr 0.001
epoch 95, train loss 0.8854, test loss 1.054, test acc 0.9111, lr 0.001
epoch 96, train loss 0.8852, test loss 1.057, test acc 0.9091, lr 0.001
epoch 97, train loss 0.8844, test loss 1.058, test acc 0.9086, lr 0.001
