epoch 1, train loss 1.991, test loss 1.768, test acc 0.4779, lr 0.01
epoch 2, train loss 1.699, test loss 1.601, test acc 0.5825, lr 0.01
epoch 3, train loss 1.526, test loss 1.487, test acc 0.6567, lr 0.01
epoch 4, train loss 1.423, test loss 1.362, test acc 0.733, lr 0.01
epoch 5, train loss 1.338, test loss 1.317, test acc 0.7576, lr 0.01
epoch 6, train loss 1.28, test loss 1.282, test acc 0.7782, lr 0.01
epoch 7, train loss 1.237, test loss 1.238, test acc 0.7989, lr 0.01
epoch 8, train loss 1.205, test loss 1.21, test acc 0.818, lr 0.01
epoch 9, train loss 1.178, test loss 1.181, test acc 0.8316, lr 0.01
epoch 10, train loss 1.156, test loss 1.176, test acc 0.8337, lr 0.01
epoch 11, train loss 1.138, test loss 1.167, test acc 0.839, lr 0.01
epoch 12, train loss 1.119, test loss 1.166, test acc 0.8415, lr 0.01
epoch 13, train loss 1.108, test loss 1.155, test acc 0.8467, lr 0.01
epoch 14, train loss 1.091, test loss 1.134, test acc 0.8608, lr 0.01
epoch 15, train loss 1.082, test loss 1.125, test acc 0.8646, lr 0.01
epoch 16, train loss 1.071, test loss 1.121, test acc 0.8645, lr 0.01
epoch 17, train loss 1.062, test loss 1.114, test acc 0.8677, lr 0.01
epoch 18, train loss 1.054, test loss 1.108, test acc 0.8726, lr 0.01
epoch 19, train loss 1.041, test loss 1.115, test acc 0.8685, lr 0.01
epoch 20, train loss 1.035, test loss 1.107, test acc 0.8744, lr 0.01
epoch 21, train loss 1.029, test loss 1.097, test acc 0.8796, lr 0.01
epoch 22, train loss 1.023, test loss 1.097, test acc 0.8789, lr 0.01
epoch 23, train loss 1.016, test loss 1.103, test acc 0.8763, lr 0.01
epoch 24, train loss 1.012, test loss 1.088, test acc 0.8833, lr 0.01
epoch 25, train loss 1.004, test loss 1.081, test acc 0.8873, lr 0.01
epoch 26, train loss 1.001, test loss 1.093, test acc 0.8811, lr 0.01
epoch 27, train loss 0.9947, test loss 1.097, test acc 0.881, lr 0.01
epoch 28, train loss 0.9911, test loss 1.077, test acc 0.8925, lr 0.01
epoch 29, train loss 0.9853, test loss 1.082, test acc 0.8849, lr 0.01
epoch 30, train loss 0.9817, test loss 1.078, test acc 0.8886, lr 0.01
epoch 31, train loss 0.9763, test loss 1.078, test acc 0.8857, lr 0.01
epoch 32, train loss 0.9728, test loss 1.078, test acc 0.8891, lr 0.01
epoch 33, train loss 0.9688, test loss 1.079, test acc 0.8886, lr 0.01
epoch 34, train loss 0.9686, test loss 1.074, test acc 0.8926, lr 0.01
epoch 35, train loss 0.9627, test loss 1.069, test acc 0.8939, lr 0.01
epoch 36, train loss 0.9608, test loss 1.07, test acc 0.8964, lr 0.01
epoch 37, train loss 0.9548, test loss 1.079, test acc 0.8894, lr 0.01
epoch 38, train loss 0.9541, test loss 1.073, test acc 0.8909, lr 0.01
epoch 39, train loss 0.9518, test loss 1.065, test acc 0.8986, lr 0.01
epoch 40, train loss 0.949, test loss 1.068, test acc 0.8942, lr 0.01
epoch 41, train loss 0.9464, test loss 1.062, test acc 0.8983, lr 0.01
epoch 42, train loss 0.942, test loss 1.072, test acc 0.8946, lr 0.01
epoch 43, train loss 0.9429, test loss 1.063, test acc 0.8969, lr 0.01
epoch 44, train loss 0.9392, test loss 1.069, test acc 0.8971, lr 0.01
epoch 45, train loss 0.9363, test loss 1.06, test acc 0.9014, lr 0.01
epoch 46, train loss 0.9367, test loss 1.072, test acc 0.8964, lr 0.01
epoch 47, train loss 0.937, test loss 1.066, test acc 0.898, lr 0.01
epoch 48, train loss 0.9294, test loss 1.072, test acc 0.8954, lr 0.01
