Namespace(batch_size=128, channel=32, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=100, factor=0.1, flip=0.5, label_smoothing=0.2, learning_rate=0.001, lr_limit=0.0001, optimzer='adamw', patience=10, plot=False, progress_bar=False, resnet=[9, 9, 9], scheduler='plateau', test=False, threshold=0.01)
trainable parameters: 3412394
epoch 1, train loss 1.867, test loss 1.679, test acc 0.5347, lr 0.001
epoch 2, train loss 1.572, test loss 1.49, test acc 0.653, lr 0.001
epoch 3, train loss 1.437, test loss 1.368, test acc 0.7259, lr 0.001
epoch 4, train loss 1.339, test loss 1.291, test acc 0.7706, lr 0.001
epoch 5, train loss 1.284, test loss 1.259, test acc 0.7944, lr 0.001
epoch 6, train loss 1.24, test loss 1.266, test acc 0.7933, lr 0.001
epoch 7, train loss 1.205, test loss 1.205, test acc 0.8162, lr 0.001
epoch 8, train loss 1.179, test loss 1.195, test acc 0.8275, lr 0.001
epoch 9, train loss 1.157, test loss 1.17, test acc 0.8381, lr 0.001
epoch 10, train loss 1.137, test loss 1.154, test acc 0.8474, lr 0.001
epoch 11, train loss 1.122, test loss 1.15, test acc 0.849, lr 0.001
epoch 12, train loss 1.108, test loss 1.16, test acc 0.8496, lr 0.001
epoch 13, train loss 1.091, test loss 1.133, test acc 0.8601, lr 0.001
epoch 14, train loss 1.08, test loss 1.117, test acc 0.8688, lr 0.001
epoch 15, train loss 1.071, test loss 1.129, test acc 0.8611, lr 0.001
epoch 16, train loss 1.058, test loss 1.113, test acc 0.868, lr 0.001
epoch 17, train loss 1.047, test loss 1.111, test acc 0.8702, lr 0.001
epoch 18, train loss 1.041, test loss 1.103, test acc 0.8751, lr 0.001
epoch 19, train loss 1.033, test loss 1.106, test acc 0.8766, lr 0.001
epoch 20, train loss 1.024, test loss 1.089, test acc 0.8794, lr 0.001
epoch 21, train loss 1.019, test loss 1.093, test acc 0.8814, lr 0.001
epoch 22, train loss 1.013, test loss 1.08, test acc 0.8883, lr 0.001
epoch 23, train loss 1.007, test loss 1.079, test acc 0.8897, lr 0.001
epoch 24, train loss 1.002, test loss 1.08, test acc 0.8882, lr 0.001
epoch 25, train loss 0.9953, test loss 1.077, test acc 0.8896, lr 0.001
epoch 26, train loss 0.9888, test loss 1.083, test acc 0.888, lr 0.001
epoch 27, train loss 0.9865, test loss 1.078, test acc 0.891, lr 0.001
epoch 28, train loss 0.9819, test loss 1.072, test acc 0.8949, lr 0.001
epoch 29, train loss 0.9776, test loss 1.073, test acc 0.8943, lr 0.001
epoch 30, train loss 0.9732, test loss 1.068, test acc 0.8946, lr 0.001
epoch 31, train loss 0.9693, test loss 1.074, test acc 0.8919, lr 0.001
epoch 32, train loss 0.967, test loss 1.072, test acc 0.8953, lr 0.001
