Namespace(batch_size=128, channel=32, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=400, factor=0.7, flip=0.5, label_smoothing=0.2, learning_rate=0.001, optimzer='adamw', patience=40, progress_bar=False, resnet=(2, 2, 2, 2), scheduler='plateau', test=False, threshold=0.01)
trainable parameters: 2797610
epoch 1, train loss 1.742, test loss 1.536, test acc 0.6306, lr 0.001
epoch 2, train loss 1.464, test loss 1.385, test acc 0.7162, lr 0.001
epoch 3, train loss 1.343, test loss 1.299, test acc 0.7714, lr 0.001
epoch 4, train loss 1.275, test loss 1.251, test acc 0.7973, lr 0.001
epoch 5, train loss 1.226, test loss 1.216, test acc 0.811, lr 0.001
epoch 6, train loss 1.193, test loss 1.189, test acc 0.8296, lr 0.001
epoch 7, train loss 1.165, test loss 1.178, test acc 0.8353, lr 0.001
epoch 8, train loss 1.139, test loss 1.162, test acc 0.8437, lr 0.001
epoch 9, train loss 1.122, test loss 1.144, test acc 0.8521, lr 0.001
epoch 10, train loss 1.105, test loss 1.131, test acc 0.8595, lr 0.001
epoch 11, train loss 1.089, test loss 1.12, test acc 0.8665, lr 0.001
epoch 12, train loss 1.079, test loss 1.109, test acc 0.8698, lr 0.001
epoch 13, train loss 1.064, test loss 1.104, test acc 0.8731, lr 0.001
epoch 14, train loss 1.055, test loss 1.096, test acc 0.8785, lr 0.001
epoch 15, train loss 1.045, test loss 1.1, test acc 0.8743, lr 0.001
epoch 16, train loss 1.034, test loss 1.092, test acc 0.8796, lr 0.001
epoch 17, train loss 1.028, test loss 1.08, test acc 0.887, lr 0.001
epoch 18, train loss 1.019, test loss 1.087, test acc 0.8851, lr 0.001
epoch 19, train loss 1.016, test loss 1.081, test acc 0.8882, lr 0.001
epoch 20, train loss 1.007, test loss 1.072, test acc 0.8928, lr 0.001
epoch 21, train loss 0.9993, test loss 1.07, test acc 0.892, lr 0.001
epoch 22, train loss 0.9933, test loss 1.073, test acc 0.8921, lr 0.001
epoch 23, train loss 0.99, test loss 1.077, test acc 0.8896, lr 0.001
epoch 24, train loss 0.9847, test loss 1.063, test acc 0.8951, lr 0.001
epoch 25, train loss 0.9759, test loss 1.061, test acc 0.9, lr 0.001
epoch 26, train loss 0.973, test loss 1.073, test acc 0.8895, lr 0.001
epoch 27, train loss 0.9683, test loss 1.063, test acc 0.8969, lr 0.001
epoch 28, train loss 0.964, test loss 1.064, test acc 0.8953, lr 0.001
epoch 29, train loss 0.9618, test loss 1.07, test acc 0.8939, lr 0.001
epoch 30, train loss 0.9577, test loss 1.057, test acc 0.9028, lr 0.001
epoch 31, train loss 0.9548, test loss 1.058, test acc 0.9021, lr 0.001
epoch 32, train loss 0.9513, test loss 1.059, test acc 0.8994, lr 0.001
epoch 33, train loss 0.9513, test loss 1.061, test acc 0.9004, lr 0.001
epoch 34, train loss 0.9451, test loss 1.059, test acc 0.8997, lr 0.001
epoch 35, train loss 0.9446, test loss 1.055, test acc 0.8999, lr 0.001
epoch 36, train loss 0.9403, test loss 1.054, test acc 0.9051, lr 0.001
epoch 37, train loss 0.9371, test loss 1.054, test acc 0.906, lr 0.001
epoch 38, train loss 0.9348, test loss 1.05, test acc 0.9058, lr 0.001
epoch 39, train loss 0.9342, test loss 1.055, test acc 0.9046, lr 0.001
epoch 40, train loss 0.9288, test loss 1.06, test acc 0.9026, lr 0.001
epoch 41, train loss 0.9281, test loss 1.059, test acc 0.9025, lr 0.001
epoch 42, train loss 0.9285, test loss 1.053, test acc 0.9058, lr 0.001
epoch 43, train loss 0.9242, test loss 1.049, test acc 0.9102, lr 0.001
epoch 44, train loss 0.9235, test loss 1.061, test acc 0.9015, lr 0.001
epoch 45, train loss 0.9217, test loss 1.058, test acc 0.9032, lr 0.001
epoch 46, train loss 0.9201, test loss 1.055, test acc 0.9049, lr 0.001
epoch 47, train loss 0.919, test loss 1.049, test acc 0.9088, lr 0.001
epoch 48, train loss 0.9153, test loss 1.054, test acc 0.906, lr 0.001
epoch 49, train loss 0.9152, test loss 1.053, test acc 0.9082, lr 0.001
epoch 50, train loss 0.913, test loss 1.055, test acc 0.9045, lr 0.001
epoch 51, train loss 0.9108, test loss 1.054, test acc 0.9057, lr 0.001
epoch 52, train loss 0.9111, test loss 1.052, test acc 0.9057, lr 0.001
epoch 53, train loss 0.9103, test loss 1.057, test acc 0.9059, lr 0.001
epoch 54, train loss 0.9089, test loss 1.057, test acc 0.9066, lr 0.001
epoch 55, train loss 0.907, test loss 1.053, test acc 0.9088, lr 0.001
epoch 56, train loss 0.9064, test loss 1.051, test acc 0.9085, lr 0.001
epoch 57, train loss 0.9046, test loss 1.052, test acc 0.9089, lr 0.001
epoch 58, train loss 0.9039, test loss 1.051, test acc 0.9114, lr 0.001
epoch 59, train loss 0.9019, test loss 1.048, test acc 0.9129, lr 0.001
epoch 60, train loss 0.9021, test loss 1.052, test acc 0.9082, lr 0.001
epoch 61, train loss 0.9009, test loss 1.045, test acc 0.9138, lr 0.001
epoch 62, train loss 0.8991, test loss 1.051, test acc 0.9097, lr 0.001
epoch 63, train loss 0.9013, test loss 1.047, test acc 0.9094, lr 0.001
epoch 64, train loss 0.8971, test loss 1.047, test acc 0.9125, lr 0.001
epoch 65, train loss 0.8993, test loss 1.051, test acc 0.9093, lr 0.001
epoch 66, train loss 0.8973, test loss 1.053, test acc 0.9076, lr 0.001
epoch 67, train loss 0.8978, test loss 1.051, test acc 0.912, lr 0.001
epoch 68, train loss 0.8971, test loss 1.048, test acc 0.9107, lr 0.001
epoch 69, train loss 0.8952, test loss 1.053, test acc 0.9078, lr 0.001
epoch 70, train loss 0.8943, test loss 1.052, test acc 0.911, lr 0.001
epoch 71, train loss 0.8938, test loss 1.053, test acc 0.9088, lr 0.001
epoch 72, train loss 0.8956, test loss 1.055, test acc 0.9095, lr 0.001
epoch 73, train loss 0.8952, test loss 1.049, test acc 0.9122, lr 0.001
epoch 74, train loss 0.892, test loss 1.05, test acc 0.9102, lr 0.001
epoch 75, train loss 0.892, test loss 1.049, test acc 0.9135, lr 0.001
epoch 76, train loss 0.8919, test loss 1.048, test acc 0.9121, lr 0.001
epoch 77, train loss 0.8909, test loss 1.049, test acc 0.912, lr 0.001
epoch 78, train loss 0.8903, test loss 1.051, test acc 0.913, lr 0.001
epoch 79, train loss 0.89, test loss 1.045, test acc 0.9151, lr 0.001
epoch 80, train loss 0.891, test loss 1.046, test acc 0.9122, lr 0.001
epoch 81, train loss 0.889, test loss 1.045, test acc 0.9133, lr 0.001
epoch 82, train loss 0.8877, test loss 1.044, test acc 0.9151, lr 0.001
epoch 83, train loss 0.8876, test loss 1.049, test acc 0.9106, lr 0.001
epoch 84, train loss 0.8892, test loss 1.048, test acc 0.9127, lr 0.001
epoch 85, train loss 0.8832, test loss 1.039, test acc 0.9177, lr 0.0007
epoch 86, train loss 0.8804, test loss 1.041, test acc 0.9183, lr 0.0007
epoch 87, train loss 0.88, test loss 1.037, test acc 0.9195, lr 0.0007
epoch 88, train loss 0.8801, test loss 1.038, test acc 0.9181, lr 0.0007
epoch 89, train loss 0.8798, test loss 1.042, test acc 0.9176, lr 0.0007
epoch 90, train loss 0.8782, test loss 1.034, test acc 0.9194, lr 0.0007
epoch 91, train loss 0.8784, test loss 1.044, test acc 0.918, lr 0.0007
epoch 92, train loss 0.8779, test loss 1.038, test acc 0.9168, lr 0.0007
epoch 93, train loss 0.8777, test loss 1.042, test acc 0.9177, lr 0.0007
epoch 94, train loss 0.8768, test loss 1.044, test acc 0.9158, lr 0.0007
epoch 95, train loss 0.8769, test loss 1.039, test acc 0.9174, lr 0.0007
epoch 96, train loss 0.8785, test loss 1.041, test acc 0.9167, lr 0.0007
epoch 97, train loss 0.8773, test loss 1.043, test acc 0.919, lr 0.0007
epoch 98, train loss 0.8766, test loss 1.042, test acc 0.9171, lr 0.0007
epoch 99, train loss 0.877, test loss 1.038, test acc 0.9199, lr 0.0007
epoch 100, train loss 0.8768, test loss 1.045, test acc 0.9168, lr 0.0007
epoch 101, train loss 0.8771, test loss 1.039, test acc 0.9192, lr 0.0007
epoch 102, train loss 0.8762, test loss 1.04, test acc 0.918, lr 0.0007
epoch 103, train loss 0.8757, test loss 1.044, test acc 0.917, lr 0.0007
epoch 104, train loss 0.8771, test loss 1.043, test acc 0.9162, lr 0.0007
epoch 105, train loss 0.8761, test loss 1.043, test acc 0.9191, lr 0.0007
epoch 106, train loss 0.8756, test loss 1.045, test acc 0.917, lr 0.0007
epoch 107, train loss 0.8761, test loss 1.044, test acc 0.9182, lr 0.0007
epoch 108, train loss 0.8757, test loss 1.046, test acc 0.9174, lr 0.0007
epoch 109, train loss 0.876, test loss 1.042, test acc 0.9176, lr 0.0007
epoch 110, train loss 0.8761, test loss 1.045, test acc 0.9154, lr 0.0007
epoch 111, train loss 0.8765, test loss 1.037, test acc 0.9203, lr 0.0007
epoch 112, train loss 0.8758, test loss 1.05, test acc 0.9148, lr 0.0007
epoch 113, train loss 0.8753, test loss 1.039, test acc 0.9214, lr 0.0007
epoch 114, train loss 0.8752, test loss 1.041, test acc 0.9171, lr 0.0007
epoch 115, train loss 0.8755, test loss 1.035, test acc 0.9192, lr 0.0007
epoch 116, train loss 0.8749, test loss 1.037, test acc 0.9213, lr 0.0007
epoch 117, train loss 0.8753, test loss 1.037, test acc 0.9214, lr 0.0007
epoch 118, train loss 0.875, test loss 1.038, test acc 0.9192, lr 0.0007
epoch 119, train loss 0.8745, test loss 1.041, test acc 0.9188, lr 0.0007
epoch 120, train loss 0.8766, test loss 1.038, test acc 0.9195, lr 0.0007
epoch 121, train loss 0.8754, test loss 1.04, test acc 0.9178, lr 0.0007
epoch 122, train loss 0.8752, test loss 1.041, test acc 0.9192, lr 0.0007
epoch 123, train loss 0.875, test loss 1.041, test acc 0.9195, lr 0.0007
epoch 124, train loss 0.8739, test loss 1.04, test acc 0.9195, lr 0.0007
epoch 125, train loss 0.8742, test loss 1.042, test acc 0.9183, lr 0.0007
epoch 126, train loss 0.8741, test loss 1.041, test acc 0.9191, lr 0.0007
epoch 127, train loss 0.876, test loss 1.042, test acc 0.9178, lr 0.0007
epoch 128, train loss 0.8746, test loss 1.042, test acc 0.9175, lr 0.0007
epoch 129, train loss 0.8732, test loss 1.038, test acc 0.9204, lr 0.00049
epoch 130, train loss 0.872, test loss 1.038, test acc 0.9224, lr 0.00049
epoch 131, train loss 0.8728, test loss 1.04, test acc 0.919, lr 0.00049
epoch 132, train loss 0.8721, test loss 1.039, test acc 0.92, lr 0.00049
epoch 133, train loss 0.8718, test loss 1.038, test acc 0.9218, lr 0.00049
epoch 134, train loss 0.872, test loss 1.039, test acc 0.9204, lr 0.00049
epoch 135, train loss 0.8718, test loss 1.038, test acc 0.9204, lr 0.00049
epoch 136, train loss 0.8715, test loss 1.038, test acc 0.9217, lr 0.00049
epoch 137, train loss 0.8711, test loss 1.038, test acc 0.9215, lr 0.00049
epoch 138, train loss 0.8713, test loss 1.04, test acc 0.9194, lr 0.00049
epoch 139, train loss 0.8719, test loss 1.037, test acc 0.9211, lr 0.00049
epoch 140, train loss 0.872, test loss 1.04, test acc 0.9216, lr 0.00049
epoch 141, train loss 0.8717, test loss 1.036, test acc 0.922, lr 0.00049
epoch 142, train loss 0.8711, test loss 1.037, test acc 0.9212, lr 0.00049
epoch 143, train loss 0.8715, test loss 1.041, test acc 0.9218, lr 0.00049
epoch 144, train loss 0.8716, test loss 1.039, test acc 0.922, lr 0.00049
epoch 145, train loss 0.8711, test loss 1.036, test acc 0.9227, lr 0.00049
epoch 146, train loss 0.8708, test loss 1.034, test acc 0.924, lr 0.00049
epoch 147, train loss 0.8709, test loss 1.034, test acc 0.9231, lr 0.00049
epoch 148, train loss 0.8706, test loss 1.039, test acc 0.9216, lr 0.00049
epoch 149, train loss 0.8708, test loss 1.039, test acc 0.9218, lr 0.00049
epoch 150, train loss 0.8715, test loss 1.038, test acc 0.9229, lr 0.00049
epoch 151, train loss 0.871, test loss 1.036, test acc 0.921, lr 0.00049
epoch 152, train loss 0.8711, test loss 1.038, test acc 0.9202, lr 0.00049
epoch 153, train loss 0.8713, test loss 1.041, test acc 0.9202, lr 0.00049
epoch 154, train loss 0.8711, test loss 1.032, test acc 0.9232, lr 0.00049
epoch 155, train loss 0.8707, test loss 1.036, test acc 0.9217, lr 0.00049
epoch 156, train loss 0.8706, test loss 1.034, test acc 0.9213, lr 0.00049
epoch 157, train loss 0.8713, test loss 1.039, test acc 0.9212, lr 0.00049
epoch 158, train loss 0.8705, test loss 1.034, test acc 0.925, lr 0.00049
