Namespace(batch_size=128, channel=64, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=400, factor=0.7, flip=0.5, label_smoothing=0.2, learning_rate=0.001, lr_limit=0.0001, optimzer='adamw', patience=50, plot=False, progress_bar=False, resnet=[3, 3, 3], scheduler='plateau', test=False, threshold=0.001)
trainable parameters: 4327754
epoch 1, train loss 1.79, test loss 1.573, test acc 0.6093, lr 0.001
epoch 2, train loss 1.499, test loss 1.425, test acc 0.7045, lr 0.001
epoch 3, train loss 1.374, test loss 1.333, test acc 0.758, lr 0.001
epoch 4, train loss 1.287, test loss 1.277, test acc 0.7843, lr 0.001
epoch 5, train loss 1.235, test loss 1.225, test acc 0.8146, lr 0.001
epoch 6, train loss 1.195, test loss 1.184, test acc 0.8364, lr 0.001
epoch 7, train loss 1.163, test loss 1.188, test acc 0.8366, lr 0.001
epoch 8, train loss 1.137, test loss 1.158, test acc 0.8486, lr 0.001
epoch 9, train loss 1.111, test loss 1.134, test acc 0.8611, lr 0.001
epoch 10, train loss 1.094, test loss 1.123, test acc 0.8677, lr 0.001
epoch 11, train loss 1.078, test loss 1.131, test acc 0.8641, lr 0.001
epoch 12, train loss 1.063, test loss 1.103, test acc 0.8759, lr 0.001
epoch 13, train loss 1.046, test loss 1.083, test acc 0.8862, lr 0.001
epoch 14, train loss 1.034, test loss 1.101, test acc 0.8811, lr 0.001
epoch 15, train loss 1.022, test loss 1.094, test acc 0.8796, lr 0.001
epoch 16, train loss 1.015, test loss 1.075, test acc 0.89, lr 0.001
epoch 17, train loss 0.9994, test loss 1.072, test acc 0.8936, lr 0.001
epoch 18, train loss 0.9973, test loss 1.072, test acc 0.8924, lr 0.001
epoch 19, train loss 0.9889, test loss 1.068, test acc 0.8927, lr 0.001
epoch 20, train loss 0.9801, test loss 1.065, test acc 0.8977, lr 0.001
epoch 21, train loss 0.9723, test loss 1.068, test acc 0.8964, lr 0.001
epoch 22, train loss 0.9675, test loss 1.057, test acc 0.9024, lr 0.001
