Namespace(batch_size=128, channel=32, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=200, factor=0.7, flip=0.5, label_smoothing=0.2, learning_rate=0.001, optimzer='adamw', patience=40, progress_bar=False, resnet=(2, 2, 2, 2), scheduler='plateau', test=False, threshold=0.01)
trainable parameters: 2797610
epoch 1, train loss 1.738, test loss 1.535, test acc 0.6274, lr 0.001
epoch 2, train loss 1.467, test loss 1.395, test acc 0.7166, lr 0.001
epoch 3, train loss 1.345, test loss 1.314, test acc 0.7606, lr 0.001
epoch 4, train loss 1.273, test loss 1.262, test acc 0.7886, lr 0.001
epoch 5, train loss 1.227, test loss 1.244, test acc 0.8019, lr 0.001
epoch 6, train loss 1.188, test loss 1.22, test acc 0.813, lr 0.001
epoch 7, train loss 1.162, test loss 1.17, test acc 0.8386, lr 0.001
epoch 8, train loss 1.139, test loss 1.162, test acc 0.8418, lr 0.001
epoch 9, train loss 1.119, test loss 1.154, test acc 0.8487, lr 0.001
epoch 10, train loss 1.106, test loss 1.13, test acc 0.8619, lr 0.001
epoch 11, train loss 1.09, test loss 1.132, test acc 0.8571, lr 0.001
epoch 12, train loss 1.076, test loss 1.112, test acc 0.8707, lr 0.001
epoch 13, train loss 1.063, test loss 1.107, test acc 0.8736, lr 0.001
epoch 14, train loss 1.052, test loss 1.099, test acc 0.8793, lr 0.001
epoch 15, train loss 1.044, test loss 1.094, test acc 0.8825, lr 0.001
epoch 16, train loss 1.038, test loss 1.107, test acc 0.8773, lr 0.001
epoch 17, train loss 1.026, test loss 1.094, test acc 0.8816, lr 0.001
epoch 18, train loss 1.018, test loss 1.089, test acc 0.8853, lr 0.001
epoch 19, train loss 1.015, test loss 1.091, test acc 0.8835, lr 0.001
epoch 20, train loss 1.006, test loss 1.075, test acc 0.8936, lr 0.001
epoch 21, train loss 0.9974, test loss 1.081, test acc 0.8864, lr 0.001
epoch 22, train loss 0.993, test loss 1.077, test acc 0.8888, lr 0.001
epoch 23, train loss 0.9915, test loss 1.075, test acc 0.8879, lr 0.001
epoch 24, train loss 0.9856, test loss 1.071, test acc 0.8935, lr 0.001
epoch 25, train loss 0.9789, test loss 1.076, test acc 0.891, lr 0.001
epoch 26, train loss 0.9756, test loss 1.072, test acc 0.8913, lr 0.001
epoch 27, train loss 0.971, test loss 1.059, test acc 0.8985, lr 0.001
epoch 28, train loss 0.965, test loss 1.077, test acc 0.8903, lr 0.001
epoch 29, train loss 0.9631, test loss 1.064, test acc 0.9003, lr 0.001
epoch 30, train loss 0.9575, test loss 1.063, test acc 0.8985, lr 0.001
epoch 31, train loss 0.9559, test loss 1.062, test acc 0.9002, lr 0.001
epoch 32, train loss 0.9515, test loss 1.061, test acc 0.9007, lr 0.001
epoch 33, train loss 0.9505, test loss 1.071, test acc 0.8936, lr 0.001
epoch 34, train loss 0.9462, test loss 1.069, test acc 0.8928, lr 0.001
epoch 35, train loss 0.9431, test loss 1.059, test acc 0.9012, lr 0.001
epoch 36, train loss 0.9401, test loss 1.066, test acc 0.9001, lr 0.001
epoch 37, train loss 0.9384, test loss 1.068, test acc 0.8973, lr 0.001
epoch 38, train loss 0.9348, test loss 1.065, test acc 0.9005, lr 0.001
epoch 39, train loss 0.9333, test loss 1.068, test acc 0.8979, lr 0.001
epoch 40, train loss 0.9322, test loss 1.062, test acc 0.9019, lr 0.001
epoch 41, train loss 0.9305, test loss 1.063, test acc 0.9026, lr 0.001
epoch 42, train loss 0.9262, test loss 1.06, test acc 0.9045, lr 0.001
epoch 43, train loss 0.9258, test loss 1.062, test acc 0.9015, lr 0.001
epoch 44, train loss 0.922, test loss 1.065, test acc 0.9008, lr 0.001
epoch 45, train loss 0.9225, test loss 1.052, test acc 0.9037, lr 0.001
epoch 46, train loss 0.9204, test loss 1.057, test acc 0.91, lr 0.001
epoch 47, train loss 0.9194, test loss 1.056, test acc 0.9075, lr 0.001
epoch 48, train loss 0.9156, test loss 1.065, test acc 0.9021, lr 0.001
epoch 49, train loss 0.9174, test loss 1.048, test acc 0.9098, lr 0.001
epoch 50, train loss 0.9163, test loss 1.061, test acc 0.9044, lr 0.001
epoch 51, train loss 0.9124, test loss 1.056, test acc 0.9075, lr 0.001
epoch 52, train loss 0.9135, test loss 1.058, test acc 0.9054, lr 0.001
epoch 53, train loss 0.9123, test loss 1.065, test acc 0.9021, lr 0.001
epoch 54, train loss 0.9101, test loss 1.062, test acc 0.9054, lr 0.001
epoch 55, train loss 0.9088, test loss 1.063, test acc 0.9034, lr 0.001
epoch 56, train loss 0.907, test loss 1.065, test acc 0.9019, lr 0.001
epoch 57, train loss 0.9085, test loss 1.063, test acc 0.9039, lr 0.001
epoch 58, train loss 0.9025, test loss 1.071, test acc 0.902, lr 0.001
epoch 59, train loss 0.9055, test loss 1.071, test acc 0.9022, lr 0.001
epoch 60, train loss 0.9036, test loss 1.061, test acc 0.9053, lr 0.001
epoch 61, train loss 0.9021, test loss 1.059, test acc 0.9064, lr 0.001
epoch 62, train loss 0.9003, test loss 1.062, test acc 0.9088, lr 0.001
