Namespace(batch_size=128, channel=32, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=100, factor=0.1, flip=0.5, label_smoothing=0.2, learning_rate=0.001, lr_limit=0.0001, optimzer='adamw', patience=10, plot=False, progress_bar=False, resnet=[5, 5, 5], scheduler='plateau', test=False, threshold=0.01)
trainable parameters: 1860522
epoch 1, train loss 1.825, test loss 1.628, test acc 0.5634, lr 0.001
epoch 2, train loss 1.535, test loss 1.478, test acc 0.6625, lr 0.001
epoch 3, train loss 1.413, test loss 1.393, test acc 0.7171, lr 0.001
epoch 4, train loss 1.329, test loss 1.322, test acc 0.7555, lr 0.001
epoch 5, train loss 1.27, test loss 1.266, test acc 0.7909, lr 0.001
epoch 6, train loss 1.236, test loss 1.238, test acc 0.8022, lr 0.001
epoch 7, train loss 1.203, test loss 1.205, test acc 0.8196, lr 0.001
epoch 8, train loss 1.178, test loss 1.202, test acc 0.8187, lr 0.001
epoch 9, train loss 1.156, test loss 1.197, test acc 0.8271, lr 0.001
epoch 10, train loss 1.139, test loss 1.151, test acc 0.8491, lr 0.001
epoch 11, train loss 1.12, test loss 1.155, test acc 0.8452, lr 0.001
epoch 12, train loss 1.108, test loss 1.149, test acc 0.8533, lr 0.001
epoch 13, train loss 1.095, test loss 1.13, test acc 0.8615, lr 0.001
epoch 14, train loss 1.083, test loss 1.112, test acc 0.8713, lr 0.001
epoch 15, train loss 1.069, test loss 1.123, test acc 0.8689, lr 0.001
epoch 16, train loss 1.059, test loss 1.121, test acc 0.8621, lr 0.001
epoch 17, train loss 1.053, test loss 1.104, test acc 0.8727, lr 0.001
epoch 18, train loss 1.043, test loss 1.103, test acc 0.8732, lr 0.001
epoch 19, train loss 1.033, test loss 1.118, test acc 0.8676, lr 0.001
epoch 20, train loss 1.029, test loss 1.106, test acc 0.8743, lr 0.001
epoch 21, train loss 1.021, test loss 1.087, test acc 0.8812, lr 0.001
epoch 22, train loss 1.013, test loss 1.093, test acc 0.8808, lr 0.001
epoch 23, train loss 1.009, test loss 1.088, test acc 0.8823, lr 0.001
epoch 24, train loss 1.0, test loss 1.09, test acc 0.8811, lr 0.001
epoch 25, train loss 0.9975, test loss 1.087, test acc 0.8834, lr 0.001
epoch 26, train loss 0.9948, test loss 1.087, test acc 0.8803, lr 0.001
epoch 27, train loss 0.9896, test loss 1.078, test acc 0.8892, lr 0.001
epoch 28, train loss 0.983, test loss 1.069, test acc 0.8923, lr 0.001
epoch 29, train loss 0.979, test loss 1.075, test acc 0.8886, lr 0.001
epoch 30, train loss 0.9745, test loss 1.082, test acc 0.8876, lr 0.001
epoch 31, train loss 0.9699, test loss 1.067, test acc 0.8973, lr 0.001
epoch 32, train loss 0.964, test loss 1.085, test acc 0.8894, lr 0.001
epoch 33, train loss 0.9624, test loss 1.076, test acc 0.8885, lr 0.001
epoch 34, train loss 0.9614, test loss 1.074, test acc 0.8962, lr 0.001
epoch 35, train loss 0.9546, test loss 1.068, test acc 0.8933, lr 0.001
epoch 36, train loss 0.9527, test loss 1.076, test acc 0.8932, lr 0.001
epoch 37, train loss 0.9513, test loss 1.071, test acc 0.8963, lr 0.001
epoch 38, train loss 0.948, test loss 1.062, test acc 0.8978, lr 0.001
epoch 39, train loss 0.9466, test loss 1.064, test acc 0.895, lr 0.001
epoch 40, train loss 0.9196, test loss 1.044, test acc 0.908, lr 0.0001
epoch 41, train loss 0.9091, test loss 1.042, test acc 0.9112, lr 0.0001
epoch 42, train loss 0.9049, test loss 1.043, test acc 0.9093, lr 0.0001
epoch 43, train loss 0.9021, test loss 1.041, test acc 0.9127, lr 0.0001
epoch 44, train loss 0.9013, test loss 1.043, test acc 0.913, lr 0.0001
epoch 45, train loss 0.9001, test loss 1.042, test acc 0.9118, lr 0.0001
epoch 46, train loss 0.8972, test loss 1.045, test acc 0.9113, lr 0.0001
epoch 47, train loss 0.8974, test loss 1.041, test acc 0.914, lr 0.0001
epoch 48, train loss 0.8965, test loss 1.042, test acc 0.9112, lr 0.0001
epoch 49, train loss 0.8961, test loss 1.044, test acc 0.9134, lr 0.0001
epoch 50, train loss 0.8946, test loss 1.044, test acc 0.9113, lr 0.0001
epoch 51, train loss 0.8939, test loss 1.044, test acc 0.9135, lr 0.0001
epoch 52, train loss 0.8928, test loss 1.045, test acc 0.9124, lr 0.0001
epoch 53, train loss 0.8933, test loss 1.046, test acc 0.9147, lr 0.0001
epoch 54, train loss 0.8935, test loss 1.044, test acc 0.9133, lr 0.0001
epoch 55, train loss 0.8917, test loss 1.045, test acc 0.9142, lr 0.0001
epoch 56, train loss 0.8904, test loss 1.048, test acc 0.913, lr 0.0001
epoch 57, train loss 0.8913, test loss 1.045, test acc 0.9142, lr 0.0001
epoch 58, train loss 0.8897, test loss 1.049, test acc 0.9122, lr 0.0001
epoch 59, train loss 0.8894, test loss 1.048, test acc 0.913, lr 0.0001
epoch 60, train loss 0.8894, test loss 1.048, test acc 0.9139, lr 0.0001
epoch 61, train loss 0.8888, test loss 1.049, test acc 0.9128, lr 0.0001
epoch 62, train loss 0.8889, test loss 1.051, test acc 0.9121, lr 0.0001
epoch 63, train loss 0.888, test loss 1.05, test acc 0.913, lr 0.0001
epoch 64, train loss 0.8882, test loss 1.05, test acc 0.9136, lr 0.0001
epoch 65, train loss 0.8865, test loss 1.05, test acc 0.9137, lr 0.0001
epoch 66, train loss 0.8867, test loss 1.05, test acc 0.9132, lr 0.0001
epoch 67, train loss 0.8869, test loss 1.051, test acc 0.9136, lr 0.0001
epoch 68, train loss 0.886, test loss 1.052, test acc 0.9141, lr 0.0001
epoch 69, train loss 0.8876, test loss 1.048, test acc 0.9153, lr 0.0001
epoch 70, train loss 0.8857, test loss 1.051, test acc 0.9146, lr 0.0001
epoch 71, train loss 0.8856, test loss 1.054, test acc 0.9132, lr 0.0001
epoch 72, train loss 0.8852, test loss 1.054, test acc 0.9119, lr 0.0001
epoch 73, train loss 0.8845, test loss 1.049, test acc 0.915, lr 0.0001
epoch 74, train loss 0.8843, test loss 1.053, test acc 0.9135, lr 0.0001
epoch 75, train loss 0.8841, test loss 1.055, test acc 0.9129, lr 0.0001
epoch 76, train loss 0.8839, test loss 1.054, test acc 0.912, lr 0.0001
epoch 77, train loss 0.8847, test loss 1.055, test acc 0.9128, lr 0.0001
epoch 78, train loss 0.8834, test loss 1.055, test acc 0.9122, lr 0.0001
epoch 79, train loss 0.8834, test loss 1.057, test acc 0.9125, lr 0.0001
epoch 80, train loss 0.8828, test loss 1.058, test acc 0.9119, lr 0.0001
epoch 81, train loss 0.8827, test loss 1.053, test acc 0.9141, lr 0.0001
epoch 82, train loss 0.8823, test loss 1.056, test acc 0.9127, lr 0.0001
epoch 83, train loss 0.8825, test loss 1.054, test acc 0.9124, lr 0.0001
epoch 84, train loss 0.8824, test loss 1.058, test acc 0.9108, lr 0.0001
epoch 85, train loss 0.8828, test loss 1.058, test acc 0.9123, lr 0.0001
epoch 86, train loss 0.8819, test loss 1.057, test acc 0.9115, lr 0.0001
epoch 87, train loss 0.8824, test loss 1.057, test acc 0.9122, lr 0.0001
epoch 88, train loss 0.8817, test loss 1.058, test acc 0.9105, lr 0.0001
epoch 89, train loss 0.8804, test loss 1.055, test acc 0.9122, lr 0.0001
epoch 90, train loss 0.8817, test loss 1.056, test acc 0.9132, lr 0.0001
epoch 91, train loss 0.8802, test loss 1.059, test acc 0.9121, lr 0.0001
epoch 92, train loss 0.8809, test loss 1.058, test acc 0.9135, lr 0.0001
epoch 93, train loss 0.8806, test loss 1.059, test acc 0.91, lr 0.0001
epoch 94, train loss 0.8807, test loss 1.057, test acc 0.9128, lr 0.0001
epoch 95, train loss 0.8808, test loss 1.059, test acc 0.9127, lr 0.0001
epoch 96, train loss 0.8808, test loss 1.054, test acc 0.9151, lr 0.0001
epoch 97, train loss 0.8803, test loss 1.058, test acc 0.9135, lr 0.0001
epoch 98, train loss 0.8799, test loss 1.057, test acc 0.9124, lr 0.0001
epoch 99, train loss 0.8795, test loss 1.057, test acc 0.9123, lr 0.0001
epoch 100, train loss 0.8797, test loss 1.059, test acc 0.9126, lr 0.0001
main uses: 4196.1425s
