Namespace(batch_size=128, channel=32, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=200, factor=0.7, flip=0.5, label_smoothing=0.2, learning_rate=0.001, optimzer='adamw', patience=40, progress_bar=False, resnet=(2, 2, 2, 2), scheduler='plateau', test=False, threshold=0.001)
trainable parameters: 2797610
epoch 1, train loss 1.744, test loss 1.541, test acc 0.624, lr 0.001
epoch 2, train loss 1.46, test loss 1.404, test acc 0.7086, lr 0.001
epoch 3, train loss 1.339, test loss 1.295, test acc 0.7707, lr 0.001
epoch 4, train loss 1.273, test loss 1.267, test acc 0.7872, lr 0.001
epoch 5, train loss 1.225, test loss 1.216, test acc 0.8123, lr 0.001
epoch 6, train loss 1.192, test loss 1.212, test acc 0.8139, lr 0.001
epoch 7, train loss 1.162, test loss 1.188, test acc 0.8278, lr 0.001
epoch 8, train loss 1.142, test loss 1.172, test acc 0.8396, lr 0.001
epoch 9, train loss 1.121, test loss 1.156, test acc 0.8471, lr 0.001
epoch 10, train loss 1.105, test loss 1.139, test acc 0.8549, lr 0.001
epoch 11, train loss 1.09, test loss 1.133, test acc 0.8565, lr 0.001
epoch 12, train loss 1.075, test loss 1.123, test acc 0.8653, lr 0.001
epoch 13, train loss 1.068, test loss 1.114, test acc 0.8672, lr 0.001
epoch 14, train loss 1.056, test loss 1.106, test acc 0.8714, lr 0.001
epoch 15, train loss 1.042, test loss 1.102, test acc 0.8775, lr 0.001
epoch 16, train loss 1.036, test loss 1.091, test acc 0.8807, lr 0.001
epoch 17, train loss 1.029, test loss 1.093, test acc 0.8828, lr 0.001
epoch 18, train loss 1.019, test loss 1.083, test acc 0.8856, lr 0.001
epoch 19, train loss 1.015, test loss 1.09, test acc 0.8854, lr 0.001
epoch 20, train loss 1.008, test loss 1.088, test acc 0.8831, lr 0.001
epoch 21, train loss 0.9996, test loss 1.088, test acc 0.886, lr 0.001
epoch 22, train loss 0.9956, test loss 1.071, test acc 0.8923, lr 0.001
epoch 23, train loss 0.9889, test loss 1.074, test acc 0.8908, lr 0.001
epoch 24, train loss 0.9851, test loss 1.076, test acc 0.8918, lr 0.001
epoch 25, train loss 0.9769, test loss 1.073, test acc 0.8947, lr 0.001
epoch 26, train loss 0.9764, test loss 1.073, test acc 0.8938, lr 0.001
epoch 27, train loss 0.9695, test loss 1.068, test acc 0.8964, lr 0.001
epoch 28, train loss 0.9664, test loss 1.078, test acc 0.8905, lr 0.001
epoch 29, train loss 0.9618, test loss 1.075, test acc 0.8951, lr 0.001
epoch 30, train loss 0.9609, test loss 1.07, test acc 0.8974, lr 0.001
epoch 31, train loss 0.9559, test loss 1.069, test acc 0.8983, lr 0.001
epoch 32, train loss 0.9536, test loss 1.064, test acc 0.9, lr 0.001
epoch 33, train loss 0.9468, test loss 1.068, test acc 0.899, lr 0.001
epoch 34, train loss 0.947, test loss 1.061, test acc 0.8998, lr 0.001
epoch 35, train loss 0.944, test loss 1.078, test acc 0.8943, lr 0.001
epoch 36, train loss 0.9413, test loss 1.071, test acc 0.899, lr 0.001
epoch 37, train loss 0.9369, test loss 1.07, test acc 0.8983, lr 0.001
epoch 38, train loss 0.9345, test loss 1.07, test acc 0.8963, lr 0.001
epoch 39, train loss 0.9334, test loss 1.065, test acc 0.8989, lr 0.001
epoch 40, train loss 0.9316, test loss 1.059, test acc 0.9003, lr 0.001
epoch 41, train loss 0.9272, test loss 1.058, test acc 0.9034, lr 0.001
epoch 42, train loss 0.9272, test loss 1.053, test acc 0.9075, lr 0.001
epoch 43, train loss 0.9263, test loss 1.058, test acc 0.9068, lr 0.001
epoch 44, train loss 0.9221, test loss 1.054, test acc 0.9087, lr 0.001
epoch 45, train loss 0.9214, test loss 1.053, test acc 0.9061, lr 0.001
epoch 46, train loss 0.9204, test loss 1.068, test acc 0.8989, lr 0.001
epoch 47, train loss 0.9208, test loss 1.061, test acc 0.9032, lr 0.001
epoch 48, train loss 0.9152, test loss 1.06, test acc 0.9044, lr 0.001
epoch 49, train loss 0.9149, test loss 1.06, test acc 0.9063, lr 0.001
epoch 50, train loss 0.9138, test loss 1.063, test acc 0.9003, lr 0.001
epoch 51, train loss 0.9131, test loss 1.058, test acc 0.9087, lr 0.001
epoch 52, train loss 0.9119, test loss 1.063, test acc 0.9041, lr 0.001
epoch 53, train loss 0.9114, test loss 1.07, test acc 0.9007, lr 0.001
epoch 54, train loss 0.9076, test loss 1.059, test acc 0.9062, lr 0.001
epoch 55, train loss 0.9086, test loss 1.054, test acc 0.9044, lr 0.001
epoch 56, train loss 0.9092, test loss 1.054, test acc 0.9068, lr 0.001
epoch 57, train loss 0.9054, test loss 1.065, test acc 0.9002, lr 0.001
epoch 58, train loss 0.9043, test loss 1.061, test acc 0.9045, lr 0.001
epoch 59, train loss 0.9044, test loss 1.06, test acc 0.9047, lr 0.001
epoch 60, train loss 0.9045, test loss 1.064, test acc 0.9028, lr 0.001
epoch 61, train loss 0.9022, test loss 1.066, test acc 0.9023, lr 0.001
epoch 62, train loss 0.9026, test loss 1.053, test acc 0.9076, lr 0.001
epoch 63, train loss 0.9005, test loss 1.052, test acc 0.9093, lr 0.001
epoch 64, train loss 0.9023, test loss 1.061, test acc 0.9043, lr 0.001
epoch 65, train loss 0.8974, test loss 1.046, test acc 0.9133, lr 0.001
epoch 66, train loss 0.897, test loss 1.053, test acc 0.9098, lr 0.001
epoch 67, train loss 0.8974, test loss 1.054, test acc 0.907, lr 0.001
epoch 68, train loss 0.8967, test loss 1.052, test acc 0.9086, lr 0.001
epoch 69, train loss 0.895, test loss 1.062, test acc 0.9047, lr 0.001
epoch 70, train loss 0.8959, test loss 1.049, test acc 0.9118, lr 0.001
epoch 71, train loss 0.8964, test loss 1.051, test acc 0.908, lr 0.001
epoch 72, train loss 0.8937, test loss 1.057, test acc 0.9069, lr 0.001
epoch 73, train loss 0.8944, test loss 1.049, test acc 0.913, lr 0.001
epoch 74, train loss 0.8952, test loss 1.059, test acc 0.9072, lr 0.001
epoch 75, train loss 0.8946, test loss 1.053, test acc 0.9099, lr 0.001
epoch 76, train loss 0.8925, test loss 1.049, test acc 0.9118, lr 0.001
epoch 77, train loss 0.8915, test loss 1.049, test acc 0.9121, lr 0.001
epoch 78, train loss 0.8914, test loss 1.052, test acc 0.9111, lr 0.001
epoch 79, train loss 0.8899, test loss 1.054, test acc 0.9107, lr 0.001
epoch 80, train loss 0.8907, test loss 1.056, test acc 0.9079, lr 0.001
epoch 81, train loss 0.8895, test loss 1.058, test acc 0.91, lr 0.001
epoch 82, train loss 0.889, test loss 1.052, test acc 0.9114, lr 0.001
epoch 83, train loss 0.8885, test loss 1.063, test acc 0.9067, lr 0.001
epoch 84, train loss 0.8881, test loss 1.049, test acc 0.9116, lr 0.001
epoch 85, train loss 0.8884, test loss 1.052, test acc 0.9106, lr 0.001
epoch 86, train loss 0.8888, test loss 1.049, test acc 0.9131, lr 0.001
epoch 87, train loss 0.8873, test loss 1.059, test acc 0.9073, lr 0.001
epoch 88, train loss 0.8876, test loss 1.056, test acc 0.9104, lr 0.001
epoch 89, train loss 0.8871, test loss 1.057, test acc 0.9099, lr 0.001
epoch 90, train loss 0.8868, test loss 1.053, test acc 0.9101, lr 0.001
epoch 91, train loss 0.8873, test loss 1.053, test acc 0.9114, lr 0.001
epoch 92, train loss 0.8861, test loss 1.047, test acc 0.9131, lr 0.001
epoch 93, train loss 0.8861, test loss 1.053, test acc 0.9111, lr 0.001
epoch 94, train loss 0.8846, test loss 1.046, test acc 0.917, lr 0.001
epoch 95, train loss 0.886, test loss 1.052, test acc 0.9131, lr 0.001
epoch 96, train loss 0.8862, test loss 1.051, test acc 0.911, lr 0.001
epoch 97, train loss 0.886, test loss 1.054, test acc 0.9112, lr 0.001
epoch 98, train loss 0.8833, test loss 1.054, test acc 0.9119, lr 0.001
epoch 99, train loss 0.8836, test loss 1.052, test acc 0.9125, lr 0.001
epoch 100, train loss 0.8841, test loss 1.057, test acc 0.9099, lr 0.001
epoch 101, train loss 0.8838, test loss 1.052, test acc 0.9129, lr 0.001
epoch 102, train loss 0.8821, test loss 1.052, test acc 0.9129, lr 0.001
epoch 103, train loss 0.8834, test loss 1.053, test acc 0.9119, lr 0.001
epoch 104, train loss 0.8817, test loss 1.051, test acc 0.9135, lr 0.001
epoch 105, train loss 0.8825, test loss 1.069, test acc 0.9073, lr 0.001
epoch 106, train loss 0.8831, test loss 1.055, test acc 0.9094, lr 0.001
epoch 107, train loss 0.8832, test loss 1.055, test acc 0.9128, lr 0.001
epoch 108, train loss 0.8831, test loss 1.056, test acc 0.9125, lr 0.001
epoch 109, train loss 0.8814, test loss 1.052, test acc 0.913, lr 0.001
epoch 110, train loss 0.8817, test loss 1.053, test acc 0.9137, lr 0.001
epoch 111, train loss 0.8823, test loss 1.051, test acc 0.9137, lr 0.001
epoch 112, train loss 0.8812, test loss 1.053, test acc 0.911, lr 0.001
epoch 113, train loss 0.8807, test loss 1.054, test acc 0.9117, lr 0.001
epoch 114, train loss 0.8812, test loss 1.052, test acc 0.9136, lr 0.001
epoch 115, train loss 0.881, test loss 1.054, test acc 0.9122, lr 0.001
epoch 116, train loss 0.8803, test loss 1.052, test acc 0.913, lr 0.001
epoch 117, train loss 0.8808, test loss 1.052, test acc 0.9133, lr 0.001
epoch 118, train loss 0.8807, test loss 1.052, test acc 0.9126, lr 0.001
epoch 119, train loss 0.8819, test loss 1.051, test acc 0.9159, lr 0.001
epoch 120, train loss 0.881, test loss 1.052, test acc 0.9118, lr 0.001
epoch 121, train loss 0.8801, test loss 1.051, test acc 0.9138, lr 0.001
epoch 122, train loss 0.8795, test loss 1.051, test acc 0.9139, lr 0.001
epoch 123, train loss 0.8804, test loss 1.055, test acc 0.9129, lr 0.001
epoch 124, train loss 0.8801, test loss 1.056, test acc 0.9098, lr 0.001
epoch 125, train loss 0.88, test loss 1.054, test acc 0.9128, lr 0.001
epoch 126, train loss 0.8804, test loss 1.049, test acc 0.9138, lr 0.001
epoch 127, train loss 0.8792, test loss 1.058, test acc 0.9085, lr 0.001
epoch 128, train loss 0.8794, test loss 1.047, test acc 0.9153, lr 0.001
epoch 129, train loss 0.8792, test loss 1.053, test acc 0.9125, lr 0.001
epoch 130, train loss 0.8799, test loss 1.051, test acc 0.9119, lr 0.001
epoch 131, train loss 0.8794, test loss 1.058, test acc 0.9105, lr 0.001
epoch 132, train loss 0.8788, test loss 1.046, test acc 0.9164, lr 0.001
epoch 133, train loss 0.8776, test loss 1.052, test acc 0.9154, lr 0.001
epoch 134, train loss 0.8773, test loss 1.051, test acc 0.9141, lr 0.001
epoch 135, train loss 0.8773, test loss 1.05, test acc 0.9146, lr 0.001
epoch 136, train loss 0.875, test loss 1.043, test acc 0.9188, lr 0.0007
epoch 137, train loss 0.8741, test loss 1.041, test acc 0.9179, lr 0.0007
epoch 138, train loss 0.8743, test loss 1.039, test acc 0.9193, lr 0.0007
epoch 139, train loss 0.8733, test loss 1.039, test acc 0.9194, lr 0.0007
epoch 140, train loss 0.8736, test loss 1.042, test acc 0.9182, lr 0.0007
epoch 141, train loss 0.8739, test loss 1.04, test acc 0.9184, lr 0.0007
epoch 142, train loss 0.873, test loss 1.044, test acc 0.9165, lr 0.0007
epoch 143, train loss 0.8731, test loss 1.043, test acc 0.9163, lr 0.0007
epoch 144, train loss 0.8725, test loss 1.043, test acc 0.9183, lr 0.0007
epoch 145, train loss 0.8722, test loss 1.042, test acc 0.9181, lr 0.0007
epoch 146, train loss 0.8732, test loss 1.046, test acc 0.9164, lr 0.0007
epoch 147, train loss 0.8723, test loss 1.038, test acc 0.9215, lr 0.0007
epoch 148, train loss 0.8726, test loss 1.04, test acc 0.9225, lr 0.0007
epoch 149, train loss 0.8723, test loss 1.04, test acc 0.9197, lr 0.0007
epoch 150, train loss 0.8727, test loss 1.042, test acc 0.9195, lr 0.0007
epoch 151, train loss 0.8727, test loss 1.044, test acc 0.9167, lr 0.0007
epoch 152, train loss 0.8719, test loss 1.043, test acc 0.918, lr 0.0007
epoch 153, train loss 0.8723, test loss 1.043, test acc 0.9195, lr 0.0007
epoch 154, train loss 0.8733, test loss 1.044, test acc 0.9171, lr 0.0007
epoch 155, train loss 0.8729, test loss 1.042, test acc 0.919, lr 0.0007
epoch 156, train loss 0.8726, test loss 1.051, test acc 0.9158, lr 0.0007
epoch 157, train loss 0.8723, test loss 1.046, test acc 0.9182, lr 0.0007
epoch 158, train loss 0.8724, test loss 1.044, test acc 0.917, lr 0.0007
epoch 159, train loss 0.8717, test loss 1.05, test acc 0.9152, lr 0.0007
