Namespace(batch_size=128, channel=32, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=100, factor=0.1, flip=0.5, label_smoothing=0.2, learning_rate=0.001, lr_limit=0.0001, optimzer='adamw', patience=10, plot=False, progress_bar=False, resnet=[7, 7, 7], scheduler='plateau', test=False, threshold=0.01)
trainable parameters: 2636458
epoch 1, train loss 1.807, test loss 1.605, test acc 0.5901, lr 0.001
epoch 2, train loss 1.516, test loss 1.446, test acc 0.681, lr 0.001
epoch 3, train loss 1.394, test loss 1.353, test acc 0.7398, lr 0.001
epoch 4, train loss 1.311, test loss 1.298, test acc 0.7694, lr 0.001
epoch 5, train loss 1.255, test loss 1.237, test acc 0.8029, lr 0.001
epoch 6, train loss 1.217, test loss 1.23, test acc 0.8056, lr 0.001
epoch 7, train loss 1.185, test loss 1.186, test acc 0.8293, lr 0.001
epoch 8, train loss 1.161, test loss 1.166, test acc 0.8426, lr 0.001
epoch 9, train loss 1.143, test loss 1.164, test acc 0.8374, lr 0.001
epoch 10, train loss 1.123, test loss 1.151, test acc 0.8497, lr 0.001
epoch 11, train loss 1.107, test loss 1.143, test acc 0.8524, lr 0.001
epoch 12, train loss 1.095, test loss 1.131, test acc 0.8617, lr 0.001
epoch 13, train loss 1.08, test loss 1.121, test acc 0.8647, lr 0.001
epoch 14, train loss 1.067, test loss 1.108, test acc 0.8741, lr 0.001
epoch 15, train loss 1.056, test loss 1.107, test acc 0.8741, lr 0.001
epoch 16, train loss 1.047, test loss 1.096, test acc 0.8766, lr 0.001
epoch 17, train loss 1.039, test loss 1.106, test acc 0.8746, lr 0.001
epoch 18, train loss 1.032, test loss 1.097, test acc 0.8799, lr 0.001
epoch 19, train loss 1.025, test loss 1.095, test acc 0.8825, lr 0.001
epoch 20, train loss 1.015, test loss 1.088, test acc 0.8876, lr 0.001
epoch 21, train loss 1.008, test loss 1.084, test acc 0.8892, lr 0.001
epoch 22, train loss 1.003, test loss 1.088, test acc 0.8847, lr 0.001
epoch 23, train loss 0.998, test loss 1.078, test acc 0.8924, lr 0.001
epoch 24, train loss 0.9921, test loss 1.069, test acc 0.8963, lr 0.001
epoch 25, train loss 0.9889, test loss 1.073, test acc 0.896, lr 0.001
