Namespace(batch_size=128, channel=64, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=100, factor=0.1, flip=0.5, label_smoothing=0.2, learning_rate=0.001, lr_limit=0.0001, optimzer='adamw', patience=10, plot=False, progress_bar=False, resnet=[3, 3, 3], scheduler='plateau', test=False, threshold=0.01)
trainable parameters: 4327754
epoch 1, train loss 1.811, test loss 1.58, test acc 0.6093, lr 0.001
epoch 2, train loss 1.515, test loss 1.418, test acc 0.7054, lr 0.001
epoch 3, train loss 1.382, test loss 1.333, test acc 0.7541, lr 0.001
epoch 4, train loss 1.295, test loss 1.274, test acc 0.7902, lr 0.001
epoch 5, train loss 1.238, test loss 1.238, test acc 0.8047, lr 0.001
epoch 6, train loss 1.194, test loss 1.187, test acc 0.8363, lr 0.001
epoch 7, train loss 1.16, test loss 1.156, test acc 0.8483, lr 0.001
epoch 8, train loss 1.132, test loss 1.148, test acc 0.8573, lr 0.001
epoch 9, train loss 1.108, test loss 1.133, test acc 0.862, lr 0.001
epoch 10, train loss 1.087, test loss 1.109, test acc 0.8752, lr 0.001
epoch 11, train loss 1.072, test loss 1.115, test acc 0.8733, lr 0.001
epoch 12, train loss 1.059, test loss 1.092, test acc 0.8828, lr 0.001
epoch 13, train loss 1.041, test loss 1.1, test acc 0.8764, lr 0.001
epoch 14, train loss 1.032, test loss 1.081, test acc 0.8846, lr 0.001
epoch 15, train loss 1.016, test loss 1.084, test acc 0.884, lr 0.001
epoch 16, train loss 1.008, test loss 1.07, test acc 0.8944, lr 0.001
epoch 17, train loss 0.998, test loss 1.068, test acc 0.8966, lr 0.001
epoch 18, train loss 0.9872, test loss 1.064, test acc 0.8986, lr 0.001
epoch 19, train loss 0.9804, test loss 1.058, test acc 0.9026, lr 0.001
epoch 20, train loss 0.9756, test loss 1.063, test acc 0.9004, lr 0.001
epoch 21, train loss 0.965, test loss 1.05, test acc 0.9065, lr 0.001
epoch 22, train loss 0.9599, test loss 1.049, test acc 0.904, lr 0.001
epoch 23, train loss 0.9552, test loss 1.057, test acc 0.901, lr 0.001
epoch 24, train loss 0.9509, test loss 1.044, test acc 0.9096, lr 0.001
epoch 25, train loss 0.9441, test loss 1.053, test acc 0.9059, lr 0.001
epoch 26, train loss 0.9386, test loss 1.049, test acc 0.9065, lr 0.001
epoch 27, train loss 0.9345, test loss 1.042, test acc 0.9115, lr 0.001
epoch 28, train loss 0.9299, test loss 1.048, test acc 0.9065, lr 0.001
epoch 29, train loss 0.9284, test loss 1.038, test acc 0.9124, lr 0.001
epoch 30, train loss 0.9223, test loss 1.042, test acc 0.9115, lr 0.001
epoch 31, train loss 0.9216, test loss 1.041, test acc 0.9101, lr 0.001
epoch 32, train loss 0.9185, test loss 1.041, test acc 0.9139, lr 0.001
epoch 33, train loss 0.8979, test loss 1.014, test acc 0.9246, lr 0.0001
epoch 34, train loss 0.8899, test loss 1.012, test acc 0.9268, lr 0.0001
epoch 35, train loss 0.8873, test loss 1.011, test acc 0.9275, lr 0.0001
epoch 36, train loss 0.8858, test loss 1.011, test acc 0.9279, lr 0.0001
epoch 37, train loss 0.8854, test loss 1.012, test acc 0.9265, lr 0.0001
epoch 38, train loss 0.8836, test loss 1.011, test acc 0.9271, lr 0.0001
epoch 39, train loss 0.8831, test loss 1.01, test acc 0.9274, lr 0.0001
epoch 40, train loss 0.8822, test loss 1.01, test acc 0.9275, lr 0.0001
epoch 41, train loss 0.882, test loss 1.009, test acc 0.9277, lr 0.0001
epoch 42, train loss 0.8814, test loss 1.009, test acc 0.9297, lr 0.0001
epoch 43, train loss 0.8807, test loss 1.009, test acc 0.9296, lr 0.0001
epoch 44, train loss 0.88, test loss 1.01, test acc 0.9284, lr 0.0001
epoch 45, train loss 0.8803, test loss 1.009, test acc 0.9298, lr 0.0001
epoch 46, train loss 0.8789, test loss 1.009, test acc 0.9284, lr 0.0001
epoch 47, train loss 0.8789, test loss 1.01, test acc 0.929, lr 0.0001
epoch 48, train loss 0.8791, test loss 1.008, test acc 0.9312, lr 0.0001
epoch 49, train loss 0.8787, test loss 1.008, test acc 0.9307, lr 0.0001
epoch 50, train loss 0.8784, test loss 1.008, test acc 0.9315, lr 0.0001
epoch 51, train loss 0.8781, test loss 1.01, test acc 0.9301, lr 0.0001
epoch 52, train loss 0.8773, test loss 1.008, test acc 0.9307, lr 0.0001
epoch 53, train loss 0.8776, test loss 1.01, test acc 0.9294, lr 0.0001
epoch 54, train loss 0.8773, test loss 1.009, test acc 0.93, lr 0.0001
epoch 55, train loss 0.8765, test loss 1.009, test acc 0.9297, lr 0.0001
epoch 56, train loss 0.8763, test loss 1.008, test acc 0.9309, lr 0.0001
epoch 57, train loss 0.8764, test loss 1.01, test acc 0.9301, lr 0.0001
epoch 58, train loss 0.8769, test loss 1.01, test acc 0.9295, lr 0.0001
epoch 59, train loss 0.8763, test loss 1.009, test acc 0.9296, lr 0.0001
epoch 60, train loss 0.8765, test loss 1.01, test acc 0.9301, lr 0.0001
epoch 61, train loss 0.8765, test loss 1.01, test acc 0.9291, lr 0.0001
epoch 62, train loss 0.8758, test loss 1.009, test acc 0.9306, lr 0.0001
epoch 63, train loss 0.8754, test loss 1.008, test acc 0.9301, lr 0.0001
epoch 64, train loss 0.8757, test loss 1.009, test acc 0.9312, lr 0.0001
epoch 65, train loss 0.8752, test loss 1.009, test acc 0.9316, lr 0.0001
epoch 66, train loss 0.8754, test loss 1.009, test acc 0.9303, lr 0.0001
epoch 67, train loss 0.8751, test loss 1.007, test acc 0.9317, lr 0.0001
epoch 68, train loss 0.8748, test loss 1.009, test acc 0.9298, lr 0.0001
epoch 69, train loss 0.8749, test loss 1.007, test acc 0.9306, lr 0.0001
epoch 70, train loss 0.8744, test loss 1.007, test acc 0.9316, lr 0.0001
epoch 71, train loss 0.8747, test loss 1.008, test acc 0.9305, lr 0.0001
epoch 72, train loss 0.8748, test loss 1.009, test acc 0.9298, lr 0.0001
epoch 73, train loss 0.8742, test loss 1.009, test acc 0.9301, lr 0.0001
epoch 74, train loss 0.8741, test loss 1.01, test acc 0.9294, lr 0.0001
epoch 75, train loss 0.8747, test loss 1.011, test acc 0.9296, lr 0.0001
epoch 76, train loss 0.8743, test loss 1.011, test acc 0.93, lr 0.0001
epoch 77, train loss 0.8742, test loss 1.01, test acc 0.9305, lr 0.0001
epoch 78, train loss 0.8738, test loss 1.011, test acc 0.9304, lr 0.0001
epoch 79, train loss 0.8738, test loss 1.01, test acc 0.932, lr 0.0001
epoch 80, train loss 0.8741, test loss 1.01, test acc 0.9314, lr 0.0001
epoch 81, train loss 0.8736, test loss 1.01, test acc 0.9312, lr 0.0001
epoch 82, train loss 0.8738, test loss 1.01, test acc 0.9316, lr 0.0001
epoch 83, train loss 0.8741, test loss 1.011, test acc 0.9313, lr 0.0001
epoch 84, train loss 0.8732, test loss 1.01, test acc 0.9323, lr 0.0001
epoch 85, train loss 0.8735, test loss 1.011, test acc 0.9305, lr 0.0001
epoch 86, train loss 0.8736, test loss 1.011, test acc 0.9311, lr 0.0001
epoch 87, train loss 0.8734, test loss 1.009, test acc 0.9309, lr 0.0001
epoch 88, train loss 0.873, test loss 1.008, test acc 0.9316, lr 0.0001
epoch 89, train loss 0.8729, test loss 1.009, test acc 0.9313, lr 0.0001
epoch 90, train loss 0.8731, test loss 1.009, test acc 0.9319, lr 0.0001
epoch 91, train loss 0.8728, test loss 1.009, test acc 0.9309, lr 0.0001
epoch 92, train loss 0.8729, test loss 1.01, test acc 0.9318, lr 0.0001
epoch 93, train loss 0.8728, test loss 1.009, test acc 0.931, lr 0.0001
epoch 94, train loss 0.8727, test loss 1.007, test acc 0.9316, lr 0.0001
epoch 95, train loss 0.8723, test loss 1.008, test acc 0.9319, lr 0.0001
epoch 96, train loss 0.8727, test loss 1.009, test acc 0.9313, lr 0.0001
epoch 97, train loss 0.8726, test loss 1.011, test acc 0.9304, lr 0.0001
epoch 98, train loss 0.8729, test loss 1.008, test acc 0.9315, lr 0.0001
epoch 99, train loss 0.8722, test loss 1.01, test acc 0.9305, lr 0.0001
epoch 100, train loss 0.8725, test loss 1.01, test acc 0.932, lr 0.0001
main uses: 4588.6805s
