Namespace(batch_size=128, channel=64, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=400, factor=0.5, flip=0.5, label_smoothing=0.2, learning_rate=0.001, lr_limit=0.0001, optimzer='adamw', patience=20, plot=False, progress_bar=False, resnet=[3, 3, 3], scheduler='plateau', test=False, threshold=0.01)
trainable parameters: 4327754
epoch 1, train loss 1.796, test loss 1.571, test acc 0.6101, lr 0.001
epoch 2, train loss 1.5, test loss 1.44, test acc 0.6919, lr 0.001
epoch 3, train loss 1.378, test loss 1.323, test acc 0.7597, lr 0.001
epoch 4, train loss 1.292, test loss 1.257, test acc 0.7939, lr 0.001
epoch 5, train loss 1.236, test loss 1.228, test acc 0.812, lr 0.001
epoch 6, train loss 1.192, test loss 1.19, test acc 0.8309, lr 0.001
epoch 7, train loss 1.16, test loss 1.157, test acc 0.852, lr 0.001
epoch 8, train loss 1.133, test loss 1.166, test acc 0.8436, lr 0.001
epoch 9, train loss 1.113, test loss 1.141, test acc 0.8562, lr 0.001
epoch 10, train loss 1.089, test loss 1.133, test acc 0.8587, lr 0.001
epoch 11, train loss 1.074, test loss 1.12, test acc 0.8696, lr 0.001
epoch 12, train loss 1.058, test loss 1.099, test acc 0.8785, lr 0.001
epoch 13, train loss 1.046, test loss 1.085, test acc 0.8875, lr 0.001
epoch 14, train loss 1.031, test loss 1.105, test acc 0.8753, lr 0.001
epoch 15, train loss 1.023, test loss 1.085, test acc 0.8853, lr 0.001
epoch 16, train loss 1.01, test loss 1.08, test acc 0.8892, lr 0.001
epoch 17, train loss 0.9997, test loss 1.073, test acc 0.8946, lr 0.001
epoch 18, train loss 0.9917, test loss 1.066, test acc 0.8947, lr 0.001
epoch 19, train loss 0.9847, test loss 1.067, test acc 0.9002, lr 0.001
epoch 20, train loss 0.9777, test loss 1.057, test acc 0.901, lr 0.001
epoch 21, train loss 0.9693, test loss 1.053, test acc 0.9011, lr 0.001
epoch 22, train loss 0.961, test loss 1.048, test acc 0.9063, lr 0.001
epoch 23, train loss 0.9563, test loss 1.058, test acc 0.9044, lr 0.001
epoch 24, train loss 0.953, test loss 1.054, test acc 0.9014, lr 0.001
epoch 25, train loss 0.9463, test loss 1.062, test acc 0.8992, lr 0.001
epoch 26, train loss 0.9433, test loss 1.048, test acc 0.9073, lr 0.001
epoch 27, train loss 0.9369, test loss 1.044, test acc 0.9075, lr 0.001
epoch 28, train loss 0.9331, test loss 1.037, test acc 0.9116, lr 0.001
epoch 29, train loss 0.9287, test loss 1.038, test acc 0.9153, lr 0.001
epoch 30, train loss 0.9249, test loss 1.044, test acc 0.9099, lr 0.001
epoch 31, train loss 0.92, test loss 1.041, test acc 0.9118, lr 0.001
epoch 32, train loss 0.9185, test loss 1.035, test acc 0.9174, lr 0.001
epoch 33, train loss 0.9166, test loss 1.042, test acc 0.9146, lr 0.001
epoch 34, train loss 0.9179, test loss 1.042, test acc 0.9133, lr 0.001
epoch 35, train loss 0.9105, test loss 1.038, test acc 0.9126, lr 0.001
epoch 36, train loss 0.9073, test loss 1.04, test acc 0.9134, lr 0.001
epoch 37, train loss 0.9087, test loss 1.039, test acc 0.9146, lr 0.001
epoch 38, train loss 0.9071, test loss 1.041, test acc 0.9162, lr 0.001
epoch 39, train loss 0.9033, test loss 1.049, test acc 0.9125, lr 0.001
epoch 40, train loss 0.9019, test loss 1.033, test acc 0.9184, lr 0.001
epoch 41, train loss 0.9013, test loss 1.034, test acc 0.9165, lr 0.001
epoch 42, train loss 0.8996, test loss 1.039, test acc 0.918, lr 0.001
epoch 43, train loss 0.8964, test loss 1.04, test acc 0.9161, lr 0.001
epoch 44, train loss 0.8939, test loss 1.046, test acc 0.9128, lr 0.001
epoch 45, train loss 0.8962, test loss 1.034, test acc 0.9195, lr 0.001
epoch 46, train loss 0.8927, test loss 1.037, test acc 0.919, lr 0.001
epoch 47, train loss 0.8946, test loss 1.035, test acc 0.9207, lr 0.001
epoch 48, train loss 0.8943, test loss 1.034, test acc 0.9191, lr 0.001
epoch 49, train loss 0.8931, test loss 1.036, test acc 0.919, lr 0.001
epoch 50, train loss 0.8813, test loss 1.018, test acc 0.9277, lr 0.0005
epoch 51, train loss 0.878, test loss 1.017, test acc 0.9271, lr 0.0005
epoch 52, train loss 0.8762, test loss 1.021, test acc 0.9275, lr 0.0005
epoch 53, train loss 0.8752, test loss 1.021, test acc 0.9271, lr 0.0005
epoch 54, train loss 0.8749, test loss 1.019, test acc 0.9265, lr 0.0005
epoch 55, train loss 0.8749, test loss 1.015, test acc 0.9282, lr 0.0005
epoch 56, train loss 0.8745, test loss 1.019, test acc 0.9283, lr 0.0005
epoch 57, train loss 0.8742, test loss 1.017, test acc 0.9302, lr 0.0005
epoch 58, train loss 0.8734, test loss 1.017, test acc 0.9288, lr 0.0005
epoch 59, train loss 0.8732, test loss 1.019, test acc 0.9274, lr 0.0005
epoch 60, train loss 0.8729, test loss 1.016, test acc 0.9284, lr 0.0005
epoch 61, train loss 0.8732, test loss 1.013, test acc 0.9295, lr 0.0005
epoch 62, train loss 0.8729, test loss 1.018, test acc 0.928, lr 0.0005
epoch 63, train loss 0.8728, test loss 1.014, test acc 0.9309, lr 0.0005
epoch 64, train loss 0.8729, test loss 1.018, test acc 0.9284, lr 0.0005
epoch 65, train loss 0.8729, test loss 1.021, test acc 0.9273, lr 0.0005
epoch 66, train loss 0.8722, test loss 1.016, test acc 0.9308, lr 0.0005
epoch 67, train loss 0.8719, test loss 1.016, test acc 0.9305, lr 0.0005
epoch 68, train loss 0.8718, test loss 1.018, test acc 0.9272, lr 0.0005
epoch 69, train loss 0.8715, test loss 1.021, test acc 0.927, lr 0.0005
epoch 70, train loss 0.8723, test loss 1.021, test acc 0.9277, lr 0.0005
epoch 71, train loss 0.8718, test loss 1.026, test acc 0.9266, lr 0.0005
epoch 72, train loss 0.871, test loss 1.016, test acc 0.928, lr 0.00025
epoch 73, train loss 0.8703, test loss 1.015, test acc 0.9296, lr 0.00025
epoch 74, train loss 0.8702, test loss 1.013, test acc 0.9297, lr 0.00025
