Namespace(batch_size=128, channel=64, crop=(32, 4), cuda=True, cutout=(1, 4), epoch=400, factor=0.1, flip=0.5, label_smoothing=0.2, learning_rate=0.001, lr_limit=0.0001, measurement='min', optimzer='adamw', patience=10, plot=False, progress_bar=False, resnet=[3, 3, 3], scheduler='plateau', test=False, threshold=0.01, weight_decay=0.01)
trainable parameters: 4327754
epoch 1, train loss 1.809, test loss 1.61, test acc 0.5835, lr 0.001
epoch 2, train loss 1.528, test loss 1.474, test acc 0.6662, lr 0.001
epoch 3, train loss 1.408, test loss 1.353, test acc 0.7435, lr 0.001
epoch 4, train loss 1.313, test loss 1.294, test acc 0.7744, lr 0.001
epoch 5, train loss 1.254, test loss 1.235, test acc 0.8117, lr 0.001
epoch 6, train loss 1.205, test loss 1.212, test acc 0.8218, lr 0.001
epoch 7, train loss 1.173, test loss 1.188, test acc 0.832, lr 0.001
epoch 8, train loss 1.142, test loss 1.145, test acc 0.8581, lr 0.001
epoch 9, train loss 1.121, test loss 1.14, test acc 0.8597, lr 0.001
epoch 10, train loss 1.096, test loss 1.134, test acc 0.8591, lr 0.001
epoch 11, train loss 1.08, test loss 1.112, test acc 0.8729, lr 0.001
epoch 12, train loss 1.065, test loss 1.118, test acc 0.8674, lr 0.001
epoch 13, train loss 1.051, test loss 1.086, test acc 0.8846, lr 0.001
epoch 14, train loss 1.038, test loss 1.091, test acc 0.8824, lr 0.001
epoch 15, train loss 1.026, test loss 1.085, test acc 0.8847, lr 0.001
epoch 16, train loss 1.015, test loss 1.079, test acc 0.8909, lr 0.001
epoch 17, train loss 1.008, test loss 1.079, test acc 0.8887, lr 0.001
epoch 18, train loss 0.9969, test loss 1.065, test acc 0.8982, lr 0.001
epoch 19, train loss 0.9875, test loss 1.062, test acc 0.8991, lr 0.001
epoch 20, train loss 0.9815, test loss 1.072, test acc 0.892, lr 0.001
epoch 21, train loss 0.974, test loss 1.058, test acc 0.9002, lr 0.001
epoch 22, train loss 0.9681, test loss 1.055, test acc 0.9028, lr 0.001
epoch 23, train loss 0.9633, test loss 1.068, test acc 0.8971, lr 0.001
epoch 24, train loss 0.9565, test loss 1.052, test acc 0.905, lr 0.001
epoch 25, train loss 0.9487, test loss 1.051, test acc 0.9048, lr 0.001
epoch 26, train loss 0.9465, test loss 1.052, test acc 0.9052, lr 0.001
epoch 27, train loss 0.941, test loss 1.048, test acc 0.907, lr 0.001
epoch 28, train loss 0.9398, test loss 1.053, test acc 0.9064, lr 0.001
epoch 29, train loss 0.9336, test loss 1.044, test acc 0.9063, lr 0.001
epoch 30, train loss 0.9317, test loss 1.049, test acc 0.9082, lr 0.001
epoch 31, train loss 0.9256, test loss 1.042, test acc 0.9123, lr 0.001
epoch 32, train loss 0.9245, test loss 1.055, test acc 0.907, lr 0.001
epoch 33, train loss 0.9189, test loss 1.043, test acc 0.9143, lr 0.001
epoch 34, train loss 0.92, test loss 1.052, test acc 0.9071, lr 0.001
epoch 35, train loss 0.9176, test loss 1.038, test acc 0.9154, lr 0.001
epoch 36, train loss 0.9137, test loss 1.039, test acc 0.9148, lr 0.001
epoch 37, train loss 0.9117, test loss 1.04, test acc 0.914, lr 0.001
epoch 38, train loss 0.9099, test loss 1.045, test acc 0.9146, lr 0.001
epoch 39, train loss 0.9081, test loss 1.045, test acc 0.9147, lr 0.001
epoch 40, train loss 0.9079, test loss 1.03, test acc 0.9207, lr 0.001
epoch 41, train loss 0.9045, test loss 1.038, test acc 0.9168, lr 0.001
epoch 42, train loss 0.9028, test loss 1.035, test acc 0.917, lr 0.001
epoch 43, train loss 0.9013, test loss 1.04, test acc 0.9167, lr 0.001
epoch 44, train loss 0.9001, test loss 1.038, test acc 0.9159, lr 0.001
epoch 45, train loss 0.9002, test loss 1.036, test acc 0.9186, lr 0.001
epoch 46, train loss 0.8987, test loss 1.04, test acc 0.9165, lr 0.001
epoch 47, train loss 0.8974, test loss 1.04, test acc 0.9128, lr 0.001
epoch 48, train loss 0.8964, test loss 1.034, test acc 0.9186, lr 0.001
epoch 49, train loss 0.895, test loss 1.029, test acc 0.9209, lr 0.001
epoch 50, train loss 0.8942, test loss 1.028, test acc 0.9208, lr 0.001
epoch 51, train loss 0.8928, test loss 1.032, test acc 0.9192, lr 0.001
epoch 52, train loss 0.8822, test loss 1.014, test acc 0.9287, lr 0.0001
epoch 53, train loss 0.8773, test loss 1.014, test acc 0.9285, lr 0.0001
epoch 54, train loss 0.8758, test loss 1.013, test acc 0.9285, lr 0.0001
epoch 55, train loss 0.8748, test loss 1.011, test acc 0.9305, lr 0.0001
epoch 56, train loss 0.8742, test loss 1.009, test acc 0.931, lr 0.0001
epoch 57, train loss 0.8734, test loss 1.011, test acc 0.93, lr 0.0001
epoch 58, train loss 0.8737, test loss 1.01, test acc 0.9325, lr 0.0001
epoch 59, train loss 0.8736, test loss 1.01, test acc 0.9313, lr 0.0001
epoch 60, train loss 0.8732, test loss 1.009, test acc 0.9312, lr 0.0001
epoch 61, train loss 0.8727, test loss 1.01, test acc 0.9306, lr 0.0001
epoch 62, train loss 0.8728, test loss 1.009, test acc 0.9316, lr 0.0001
epoch 63, train loss 0.8727, test loss 1.01, test acc 0.9314, lr 0.0001
epoch 64, train loss 0.8722, test loss 1.008, test acc 0.9327, lr 0.0001
epoch 65, train loss 0.8721, test loss 1.007, test acc 0.9316, lr 0.0001
epoch 66, train loss 0.8721, test loss 1.007, test acc 0.9317, lr 0.0001
epoch 67, train loss 0.8723, test loss 1.007, test acc 0.9317, lr 0.0001
epoch 68, train loss 0.8719, test loss 1.009, test acc 0.9314, lr 0.0001
epoch 69, train loss 0.8719, test loss 1.008, test acc 0.9324, lr 0.0001
epoch 70, train loss 0.8716, test loss 1.006, test acc 0.9323, lr 0.0001
epoch 71, train loss 0.8718, test loss 1.007, test acc 0.9326, lr 0.0001
epoch 72, train loss 0.8717, test loss 1.007, test acc 0.9326, lr 0.0001
epoch 73, train loss 0.8714, test loss 1.006, test acc 0.9332, lr 0.0001
epoch 74, train loss 0.8714, test loss 1.007, test acc 0.9317, lr 0.0001
epoch 75, train loss 0.871, test loss 1.006, test acc 0.9324, lr 0.0001
epoch 76, train loss 0.8713, test loss 1.006, test acc 0.9317, lr 0.0001
epoch 77, train loss 0.8711, test loss 1.007, test acc 0.9324, lr 0.0001
epoch 78, train loss 0.8711, test loss 1.006, test acc 0.9322, lr 0.0001
epoch 79, train loss 0.8709, test loss 1.006, test acc 0.9324, lr 0.0001
epoch 80, train loss 0.871, test loss 1.006, test acc 0.9327, lr 0.0001
epoch 81, train loss 0.8712, test loss 1.006, test acc 0.9319, lr 0.0001
epoch 82, train loss 0.871, test loss 1.007, test acc 0.9325, lr 0.0001
epoch 83, train loss 0.8712, test loss 1.006, test acc 0.9319, lr 0.0001
epoch 84, train loss 0.8705, test loss 1.006, test acc 0.9331, lr 0.0001
epoch 85, train loss 0.8706, test loss 1.005, test acc 0.9325, lr 0.0001
epoch 86, train loss 0.8706, test loss 1.005, test acc 0.9329, lr 0.0001
epoch 87, train loss 0.871, test loss 1.006, test acc 0.9323, lr 0.0001
epoch 88, train loss 0.8705, test loss 1.006, test acc 0.9324, lr 0.0001
epoch 89, train loss 0.8704, test loss 1.005, test acc 0.9331, lr 0.0001
epoch 90, train loss 0.8706, test loss 1.005, test acc 0.9328, lr 0.0001
epoch 91, train loss 0.8703, test loss 1.005, test acc 0.9327, lr 0.0001
epoch 92, train loss 0.8707, test loss 1.006, test acc 0.9328, lr 0.0001
epoch 93, train loss 0.8708, test loss 1.005, test acc 0.933, lr 0.0001
epoch 94, train loss 0.8703, test loss 1.006, test acc 0.9319, lr 0.0001
epoch 95, train loss 0.8702, test loss 1.005, test acc 0.9336, lr 0.0001
epoch 96, train loss 0.8703, test loss 1.005, test acc 0.9334, lr 0.0001
epoch 97, train loss 0.8701, test loss 1.006, test acc 0.9335, lr 0.0001
epoch 98, train loss 0.8703, test loss 1.006, test acc 0.9337, lr 0.0001
epoch 99, train loss 0.8701, test loss 1.006, test acc 0.934, lr 0.0001
epoch 100, train loss 0.8702, test loss 1.006, test acc 0.9324, lr 0.0001
epoch 101, train loss 0.8699, test loss 1.006, test acc 0.9327, lr 0.0001
epoch 102, train loss 0.8703, test loss 1.007, test acc 0.9322, lr 0.0001
epoch 103, train loss 0.8702, test loss 1.007, test acc 0.9326, lr 0.0001
epoch 104, train loss 0.8705, test loss 1.007, test acc 0.9333, lr 0.0001
epoch 105, train loss 0.8702, test loss 1.006, test acc 0.9333, lr 0.0001
epoch 106, train loss 0.8701, test loss 1.006, test acc 0.9338, lr 0.0001
epoch 107, train loss 0.8699, test loss 1.007, test acc 0.9323, lr 0.0001
epoch 108, train loss 0.87, test loss 1.007, test acc 0.9325, lr 0.0001
epoch 109, train loss 0.8701, test loss 1.007, test acc 0.9319, lr 0.0001
epoch 110, train loss 0.8698, test loss 1.006, test acc 0.9341, lr 0.0001
epoch 111, train loss 0.8701, test loss 1.006, test acc 0.934, lr 0.0001
epoch 112, train loss 0.8697, test loss 1.006, test acc 0.935, lr 0.0001
epoch 113, train loss 0.8698, test loss 1.005, test acc 0.9348, lr 0.0001
epoch 114, train loss 0.8698, test loss 1.005, test acc 0.9352, lr 0.0001
epoch 115, train loss 0.8699, test loss 1.005, test acc 0.9346, lr 0.0001
epoch 116, train loss 0.8697, test loss 1.005, test acc 0.9346, lr 0.0001
epoch 117, train loss 0.8698, test loss 1.005, test acc 0.9342, lr 0.0001
epoch 118, train loss 0.8697, test loss 1.005, test acc 0.9338, lr 0.0001
epoch 119, train loss 0.8699, test loss 1.006, test acc 0.9333, lr 0.0001
epoch 120, train loss 0.8697, test loss 1.006, test acc 0.9345, lr 0.0001
epoch 121, train loss 0.8697, test loss 1.005, test acc 0.9334, lr 0.0001
epoch 122, train loss 0.8696, test loss 1.007, test acc 0.9328, lr 0.0001
epoch 123, train loss 0.8698, test loss 1.008, test acc 0.9328, lr 0.0001
epoch 124, train loss 0.8695, test loss 1.006, test acc 0.9334, lr 0.0001
epoch 125, train loss 0.8696, test loss 1.006, test acc 0.9347, lr 0.0001
epoch 126, train loss 0.8696, test loss 1.007, test acc 0.9332, lr 0.0001
epoch 127, train loss 0.8699, test loss 1.007, test acc 0.9331, lr 0.0001
epoch 128, train loss 0.8699, test loss 1.006, test acc 0.9337, lr 0.0001
epoch 129, train loss 0.8696, test loss 1.007, test acc 0.9345, lr 0.0001
epoch 130, train loss 0.8695, test loss 1.006, test acc 0.9344, lr 0.0001
epoch 131, train loss 0.8697, test loss 1.007, test acc 0.9336, lr 0.0001
epoch 132, train loss 0.8696, test loss 1.007, test acc 0.9343, lr 0.0001
epoch 133, train loss 0.8695, test loss 1.006, test acc 0.9341, lr 0.0001
epoch 134, train loss 0.8695, test loss 1.007, test acc 0.9335, lr 0.0001
epoch 135, train loss 0.8694, test loss 1.007, test acc 0.9339, lr 0.0001
epoch 136, train loss 0.8697, test loss 1.007, test acc 0.9339, lr 0.0001
epoch 137, train loss 0.8698, test loss 1.006, test acc 0.9326, lr 0.0001
epoch 138, train loss 0.8695, test loss 1.006, test acc 0.9334, lr 0.0001
epoch 139, train loss 0.8694, test loss 1.005, test acc 0.9329, lr 0.0001
epoch 140, train loss 0.8693, test loss 1.005, test acc 0.934, lr 0.0001
epoch 141, train loss 0.8694, test loss 1.005, test acc 0.9334, lr 0.0001
epoch 142, train loss 0.8696, test loss 1.004, test acc 0.9344, lr 0.0001
epoch 143, train loss 0.8693, test loss 1.005, test acc 0.9337, lr 0.0001
epoch 144, train loss 0.8693, test loss 1.005, test acc 0.934, lr 0.0001
epoch 145, train loss 0.8695, test loss 1.005, test acc 0.9344, lr 0.0001
epoch 146, train loss 0.8693, test loss 1.006, test acc 0.9339, lr 0.0001
epoch 147, train loss 0.8696, test loss 1.006, test acc 0.9338, lr 0.0001
epoch 148, train loss 0.8693, test loss 1.007, test acc 0.9348, lr 0.0001
epoch 149, train loss 0.8693, test loss 1.006, test acc 0.9346, lr 0.0001
epoch 150, train loss 0.8693, test loss 1.006, test acc 0.9356, lr 0.0001
epoch 151, train loss 0.8693, test loss 1.007, test acc 0.9334, lr 0.0001
epoch 152, train loss 0.8692, test loss 1.007, test acc 0.9352, lr 0.0001
epoch 153, train loss 0.8692, test loss 1.007, test acc 0.9352, lr 0.0001
epoch 154, train loss 0.8692, test loss 1.007, test acc 0.9353, lr 0.0001
epoch 155, train loss 0.8693, test loss 1.007, test acc 0.9352, lr 0.0001
epoch 156, train loss 0.8691, test loss 1.007, test acc 0.9356, lr 0.0001
epoch 157, train loss 0.8692, test loss 1.007, test acc 0.9347, lr 0.0001
epoch 158, train loss 0.869, test loss 1.007, test acc 0.9354, lr 0.0001
epoch 159, train loss 0.8692, test loss 1.006, test acc 0.9352, lr 0.0001
epoch 160, train loss 0.869, test loss 1.007, test acc 0.9331, lr 0.0001
epoch 161, train loss 0.8692, test loss 1.006, test acc 0.9344, lr 0.0001
epoch 162, train loss 0.8692, test loss 1.006, test acc 0.9347, lr 0.0001
epoch 163, train loss 0.8688, test loss 1.007, test acc 0.9339, lr 0.0001
epoch 164, train loss 0.869, test loss 1.006, test acc 0.9342, lr 0.0001
epoch 165, train loss 0.869, test loss 1.004, test acc 0.9344, lr 0.0001
epoch 166, train loss 0.8692, test loss 1.005, test acc 0.9343, lr 0.0001
epoch 167, train loss 0.869, test loss 1.005, test acc 0.9341, lr 0.0001
epoch 168, train loss 0.8689, test loss 1.007, test acc 0.9331, lr 0.0001
epoch 169, train loss 0.8691, test loss 1.006, test acc 0.9345, lr 0.0001
epoch 170, train loss 0.8693, test loss 1.008, test acc 0.9335, lr 0.0001
epoch 171, train loss 0.8691, test loss 1.007, test acc 0.9342, lr 0.0001
epoch 172, train loss 0.869, test loss 1.006, test acc 0.9341, lr 0.0001
epoch 173, train loss 0.8688, test loss 1.007, test acc 0.934, lr 0.0001
epoch 174, train loss 0.8691, test loss 1.007, test acc 0.9342, lr 0.0001
epoch 175, train loss 0.8691, test loss 1.007, test acc 0.9343, lr 0.0001
epoch 176, train loss 0.8689, test loss 1.006, test acc 0.9341, lr 0.0001
epoch 177, train loss 0.8689, test loss 1.006, test acc 0.9335, lr 0.0001
epoch 178, train loss 0.8689, test loss 1.005, test acc 0.9349, lr 0.0001
epoch 179, train loss 0.869, test loss 1.005, test acc 0.9351, lr 0.0001
epoch 180, train loss 0.8691, test loss 1.005, test acc 0.9346, lr 0.0001
epoch 181, train loss 0.8689, test loss 1.004, test acc 0.9353, lr 0.0001
epoch 182, train loss 0.8689, test loss 1.004, test acc 0.9361, lr 0.0001
epoch 183, train loss 0.8688, test loss 1.004, test acc 0.9362, lr 0.0001
epoch 184, train loss 0.8687, test loss 1.004, test acc 0.9352, lr 0.0001
epoch 185, train loss 0.8688, test loss 1.005, test acc 0.9357, lr 0.0001
epoch 186, train loss 0.8688, test loss 1.005, test acc 0.9361, lr 0.0001
epoch 187, train loss 0.8688, test loss 1.004, test acc 0.9362, lr 0.0001
epoch 188, train loss 0.8689, test loss 1.005, test acc 0.935, lr 0.0001
epoch 189, train loss 0.8689, test loss 1.004, test acc 0.9358, lr 0.0001
epoch 190, train loss 0.8687, test loss 1.005, test acc 0.936, lr 0.0001
epoch 191, train loss 0.8688, test loss 1.005, test acc 0.9352, lr 0.0001
epoch 192, train loss 0.8687, test loss 1.005, test acc 0.9355, lr 0.0001
epoch 193, train loss 0.8689, test loss 1.004, test acc 0.9359, lr 0.0001
epoch 194, train loss 0.8691, test loss 1.004, test acc 0.9358, lr 0.0001
epoch 195, train loss 0.8688, test loss 1.004, test acc 0.9363, lr 0.0001
epoch 196, train loss 0.869, test loss 1.004, test acc 0.9353, lr 0.0001
epoch 197, train loss 0.8688, test loss 1.004, test acc 0.9355, lr 0.0001
epoch 198, train loss 0.8686, test loss 1.004, test acc 0.9364, lr 0.0001
epoch 199, train loss 0.8688, test loss 1.005, test acc 0.936, lr 0.0001
epoch 200, train loss 0.8689, test loss 1.006, test acc 0.9347, lr 0.0001
epoch 201, train loss 0.8689, test loss 1.006, test acc 0.9339, lr 0.0001
epoch 202, train loss 0.8687, test loss 1.005, test acc 0.935, lr 0.0001
epoch 203, train loss 0.8687, test loss 1.005, test acc 0.9358, lr 0.0001
epoch 204, train loss 0.8686, test loss 1.004, test acc 0.9364, lr 0.0001
epoch 205, train loss 0.8689, test loss 1.006, test acc 0.9347, lr 0.0001
epoch 206, train loss 0.8687, test loss 1.005, test acc 0.9351, lr 0.0001
epoch 207, train loss 0.8687, test loss 1.006, test acc 0.9347, lr 0.0001
epoch 208, train loss 0.8688, test loss 1.007, test acc 0.9338, lr 0.0001
epoch 209, train loss 0.8687, test loss 1.007, test acc 0.9338, lr 0.0001
epoch 210, train loss 0.8686, test loss 1.007, test acc 0.9348, lr 0.0001
epoch 211, train loss 0.8689, test loss 1.007, test acc 0.934, lr 0.0001
epoch 212, train loss 0.8687, test loss 1.007, test acc 0.9326, lr 0.0001
epoch 213, train loss 0.8686, test loss 1.007, test acc 0.9345, lr 0.0001
epoch 214, train loss 0.8686, test loss 1.007, test acc 0.934, lr 0.0001
epoch 215, train loss 0.8687, test loss 1.006, test acc 0.9337, lr 0.0001
epoch 216, train loss 0.8691, test loss 1.006, test acc 0.9344, lr 0.0001
epoch 217, train loss 0.8687, test loss 1.007, test acc 0.9345, lr 0.0001
epoch 218, train loss 0.8686, test loss 1.005, test acc 0.9348, lr 0.0001
epoch 219, train loss 0.8687, test loss 1.005, test acc 0.9342, lr 0.0001
epoch 220, train loss 0.8687, test loss 1.006, test acc 0.9348, lr 0.0001
epoch 221, train loss 0.8686, test loss 1.006, test acc 0.935, lr 0.0001
epoch 222, train loss 0.8688, test loss 1.006, test acc 0.9345, lr 0.0001
epoch 223, train loss 0.8689, test loss 1.006, test acc 0.933, lr 0.0001
epoch 224, train loss 0.8686, test loss 1.007, test acc 0.9335, lr 0.0001
epoch 225, train loss 0.8686, test loss 1.007, test acc 0.933, lr 0.0001
epoch 226, train loss 0.8686, test loss 1.007, test acc 0.9338, lr 0.0001
epoch 227, train loss 0.8685, test loss 1.005, test acc 0.9346, lr 0.0001
epoch 228, train loss 0.8688, test loss 1.006, test acc 0.933, lr 0.0001
epoch 229, train loss 0.8686, test loss 1.006, test acc 0.9327, lr 0.0001
epoch 230, train loss 0.8685, test loss 1.006, test acc 0.9332, lr 0.0001
epoch 231, train loss 0.8683, test loss 1.006, test acc 0.9333, lr 0.0001
epoch 232, train loss 0.8684, test loss 1.006, test acc 0.9332, lr 0.0001
epoch 233, train loss 0.8685, test loss 1.005, test acc 0.9334, lr 0.0001
epoch 234, train loss 0.8686, test loss 1.006, test acc 0.9346, lr 0.0001
epoch 235, train loss 0.8684, test loss 1.007, test acc 0.9327, lr 0.0001
epoch 236, train loss 0.8685, test loss 1.007, test acc 0.9337, lr 0.0001
epoch 237, train loss 0.8685, test loss 1.006, test acc 0.9339, lr 0.0001
epoch 238, train loss 0.8686, test loss 1.008, test acc 0.9325, lr 0.0001
epoch 239, train loss 0.8685, test loss 1.007, test acc 0.9331, lr 0.0001
epoch 240, train loss 0.8687, test loss 1.008, test acc 0.9344, lr 0.0001
epoch 241, train loss 0.8687, test loss 1.008, test acc 0.9336, lr 0.0001
epoch 242, train loss 0.8685, test loss 1.008, test acc 0.9336, lr 0.0001
epoch 243, train loss 0.8685, test loss 1.006, test acc 0.9341, lr 0.0001
epoch 244, train loss 0.8686, test loss 1.006, test acc 0.9362, lr 0.0001
epoch 245, train loss 0.8687, test loss 1.007, test acc 0.9348, lr 0.0001
epoch 246, train loss 0.8687, test loss 1.007, test acc 0.9349, lr 0.0001
epoch 247, train loss 0.8684, test loss 1.006, test acc 0.9352, lr 0.0001
epoch 248, train loss 0.8686, test loss 1.007, test acc 0.9354, lr 0.0001
epoch 249, train loss 0.8683, test loss 1.007, test acc 0.9352, lr 0.0001
epoch 250, train loss 0.8684, test loss 1.008, test acc 0.9337, lr 0.0001
epoch 251, train loss 0.8685, test loss 1.006, test acc 0.9357, lr 0.0001
epoch 252, train loss 0.8684, test loss 1.006, test acc 0.9362, lr 0.0001
epoch 253, train loss 0.8685, test loss 1.006, test acc 0.9351, lr 0.0001
epoch 254, train loss 0.8686, test loss 1.006, test acc 0.9349, lr 0.0001
epoch 255, train loss 0.8685, test loss 1.007, test acc 0.934, lr 0.0001
epoch 256, train loss 0.8684, test loss 1.007, test acc 0.9352, lr 0.0001
epoch 257, train loss 0.8685, test loss 1.008, test acc 0.9343, lr 0.0001
epoch 258, train loss 0.8683, test loss 1.008, test acc 0.9338, lr 0.0001
epoch 259, train loss 0.8686, test loss 1.009, test acc 0.933, lr 0.0001
epoch 260, train loss 0.8685, test loss 1.008, test acc 0.9343, lr 0.0001
epoch 261, train loss 0.8686, test loss 1.008, test acc 0.934, lr 0.0001
epoch 262, train loss 0.8685, test loss 1.009, test acc 0.9337, lr 0.0001
epoch 263, train loss 0.8684, test loss 1.008, test acc 0.9333, lr 0.0001
epoch 264, train loss 0.8684, test loss 1.007, test acc 0.9341, lr 0.0001
epoch 265, train loss 0.8685, test loss 1.008, test acc 0.9338, lr 0.0001
epoch 266, train loss 0.8684, test loss 1.007, test acc 0.9352, lr 0.0001
epoch 267, train loss 0.8683, test loss 1.007, test acc 0.9348, lr 0.0001
epoch 268, train loss 0.8683, test loss 1.007, test acc 0.9345, lr 0.0001
epoch 269, train loss 0.8684, test loss 1.008, test acc 0.9337, lr 0.0001
epoch 270, train loss 0.8684, test loss 1.009, test acc 0.9338, lr 0.0001
epoch 271, train loss 0.8685, test loss 1.008, test acc 0.9336, lr 0.0001
epoch 272, train loss 0.8682, test loss 1.008, test acc 0.9321, lr 0.0001
epoch 273, train loss 0.8683, test loss 1.008, test acc 0.9327, lr 0.0001
epoch 274, train loss 0.8684, test loss 1.008, test acc 0.9332, lr 0.0001
epoch 275, train loss 0.8683, test loss 1.007, test acc 0.9342, lr 0.0001
epoch 276, train loss 0.8684, test loss 1.007, test acc 0.9343, lr 0.0001
epoch 277, train loss 0.8683, test loss 1.006, test acc 0.9345, lr 0.0001
epoch 278, train loss 0.8684, test loss 1.007, test acc 0.9348, lr 0.0001
epoch 279, train loss 0.8683, test loss 1.007, test acc 0.9348, lr 0.0001
epoch 280, train loss 0.8684, test loss 1.008, test acc 0.9339, lr 0.0001
epoch 281, train loss 0.8683, test loss 1.007, test acc 0.9344, lr 0.0001
epoch 282, train loss 0.8683, test loss 1.007, test acc 0.9335, lr 0.0001
epoch 283, train loss 0.8684, test loss 1.007, test acc 0.9343, lr 0.0001
epoch 284, train loss 0.8684, test loss 1.007, test acc 0.9338, lr 0.0001
epoch 285, train loss 0.8684, test loss 1.007, test acc 0.9339, lr 0.0001
epoch 286, train loss 0.8682, test loss 1.007, test acc 0.9331, lr 0.0001
epoch 287, train loss 0.8682, test loss 1.008, test acc 0.9328, lr 0.0001
epoch 288, train loss 0.8683, test loss 1.006, test acc 0.9339, lr 0.0001
epoch 289, train loss 0.8684, test loss 1.008, test acc 0.9329, lr 0.0001
epoch 290, train loss 0.8683, test loss 1.008, test acc 0.9326, lr 0.0001
epoch 291, train loss 0.8682, test loss 1.008, test acc 0.9337, lr 0.0001
epoch 292, train loss 0.8685, test loss 1.008, test acc 0.9324, lr 0.0001
epoch 293, train loss 0.8683, test loss 1.008, test acc 0.9328, lr 0.0001
epoch 294, train loss 0.8683, test loss 1.008, test acc 0.9341, lr 0.0001
epoch 295, train loss 0.8685, test loss 1.007, test acc 0.9334, lr 0.0001
epoch 296, train loss 0.8683, test loss 1.008, test acc 0.9329, lr 0.0001
epoch 297, train loss 0.8681, test loss 1.009, test acc 0.9332, lr 0.0001
epoch 298, train loss 0.8681, test loss 1.007, test acc 0.9329, lr 0.0001
epoch 299, train loss 0.8682, test loss 1.007, test acc 0.9349, lr 0.0001
epoch 300, train loss 0.8683, test loss 1.008, test acc 0.9347, lr 0.0001
epoch 301, train loss 0.8682, test loss 1.008, test acc 0.9352, lr 0.0001
epoch 302, train loss 0.8682, test loss 1.008, test acc 0.9349, lr 0.0001
epoch 303, train loss 0.8684, test loss 1.009, test acc 0.9342, lr 0.0001
epoch 304, train loss 0.8683, test loss 1.009, test acc 0.9339, lr 0.0001
epoch 305, train loss 0.8682, test loss 1.007, test acc 0.9335, lr 0.0001
epoch 306, train loss 0.8682, test loss 1.008, test acc 0.9349, lr 0.0001
epoch 307, train loss 0.8683, test loss 1.007, test acc 0.9345, lr 0.0001
epoch 308, train loss 0.8685, test loss 1.008, test acc 0.9333, lr 0.0001
epoch 309, train loss 0.8682, test loss 1.007, test acc 0.9334, lr 0.0001
epoch 310, train loss 0.8682, test loss 1.008, test acc 0.933, lr 0.0001
epoch 311, train loss 0.8681, test loss 1.007, test acc 0.9341, lr 0.0001
epoch 312, train loss 0.8683, test loss 1.008, test acc 0.9342, lr 0.0001
epoch 313, train loss 0.8682, test loss 1.007, test acc 0.9336, lr 0.0001
epoch 314, train loss 0.8681, test loss 1.007, test acc 0.934, lr 0.0001
epoch 315, train loss 0.8683, test loss 1.008, test acc 0.9344, lr 0.0001
epoch 316, train loss 0.8681, test loss 1.008, test acc 0.933, lr 0.0001
epoch 317, train loss 0.8681, test loss 1.009, test acc 0.9333, lr 0.0001
epoch 318, train loss 0.8683, test loss 1.01, test acc 0.9324, lr 0.0001
epoch 319, train loss 0.8683, test loss 1.01, test acc 0.9329, lr 0.0001
epoch 320, train loss 0.8682, test loss 1.009, test acc 0.934, lr 0.0001
