epoch 1, train loss 1.928, test loss 1.749, test acc 0.4885, lr 0.005
epoch 2, train loss 1.636, test loss 1.526, test acc 0.6297, lr 0.005
epoch 3, train loss 1.476, test loss 1.443, test acc 0.684, lr 0.005
epoch 4, train loss 1.368, test loss 1.329, test acc 0.7502, lr 0.005
epoch 5, train loss 1.289, test loss 1.268, test acc 0.7851, lr 0.005
epoch 6, train loss 1.242, test loss 1.243, test acc 0.7987, lr 0.005
epoch 7, train loss 1.204, test loss 1.201, test acc 0.8207, lr 0.005
epoch 8, train loss 1.172, test loss 1.189, test acc 0.8281, lr 0.005
epoch 9, train loss 1.151, test loss 1.17, test acc 0.8395, lr 0.005
epoch 10, train loss 1.128, test loss 1.154, test acc 0.8482, lr 0.005
epoch 11, train loss 1.115, test loss 1.135, test acc 0.8591, lr 0.005
epoch 12, train loss 1.098, test loss 1.137, test acc 0.859, lr 0.005
epoch 13, train loss 1.082, test loss 1.124, test acc 0.8666, lr 0.005
epoch 14, train loss 1.073, test loss 1.113, test acc 0.8711, lr 0.005
epoch 15, train loss 1.059, test loss 1.116, test acc 0.867, lr 0.005
epoch 16, train loss 1.05, test loss 1.114, test acc 0.8717, lr 0.005
epoch 17, train loss 1.041, test loss 1.097, test acc 0.8786, lr 0.005
epoch 18, train loss 1.032, test loss 1.087, test acc 0.8838, lr 0.005
epoch 19, train loss 1.027, test loss 1.096, test acc 0.8783, lr 0.005
epoch 20, train loss 1.018, test loss 1.088, test acc 0.8836, lr 0.005
epoch 21, train loss 1.01, test loss 1.082, test acc 0.8869, lr 0.005
epoch 22, train loss 1.005, test loss 1.092, test acc 0.8779, lr 0.005
epoch 23, train loss 1.001, test loss 1.082, test acc 0.8873, lr 0.005
epoch 24, train loss 0.996, test loss 1.078, test acc 0.8898, lr 0.005
epoch 25, train loss 0.9884, test loss 1.077, test acc 0.8889, lr 0.005
epoch 26, train loss 0.9825, test loss 1.078, test acc 0.8924, lr 0.005
epoch 27, train loss 0.9772, test loss 1.079, test acc 0.8895, lr 0.005
epoch 28, train loss 0.9744, test loss 1.078, test acc 0.8932, lr 0.005
epoch 29, train loss 0.9727, test loss 1.075, test acc 0.8929, lr 0.005
epoch 30, train loss 0.9679, test loss 1.068, test acc 0.8972, lr 0.005
epoch 31, train loss 0.9616, test loss 1.06, test acc 0.8962, lr 0.005
epoch 32, train loss 0.9605, test loss 1.074, test acc 0.8944, lr 0.005
epoch 33, train loss 0.9579, test loss 1.064, test acc 0.8975, lr 0.005
epoch 34, train loss 0.9549, test loss 1.072, test acc 0.8963, lr 0.005
epoch 35, train loss 0.949, test loss 1.06, test acc 0.9009, lr 0.005
epoch 36, train loss 0.9476, test loss 1.059, test acc 0.8983, lr 0.005
epoch 37, train loss 0.9468, test loss 1.071, test acc 0.8964, lr 0.005
epoch 38, train loss 0.942, test loss 1.061, test acc 0.9008, lr 0.005
epoch 39, train loss 0.9388, test loss 1.068, test acc 0.8962, lr 0.005
epoch 40, train loss 0.9363, test loss 1.061, test acc 0.8983, lr 0.005
epoch 41, train loss 0.9358, test loss 1.064, test acc 0.8979, lr 0.005
epoch 42, train loss 0.9319, test loss 1.057, test acc 0.9019, lr 0.005
epoch 43, train loss 0.932, test loss 1.057, test acc 0.9039, lr 0.005
epoch 44, train loss 0.9285, test loss 1.065, test acc 0.901, lr 0.005
epoch 45, train loss 0.928, test loss 1.059, test acc 0.901, lr 0.005
epoch 46, train loss 0.9235, test loss 1.058, test acc 0.9027, lr 0.005
